date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
28-01-2022,Colombia,Peru,0,1,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
28-01-2022,Venezuela,Bolivia,4,1,FIFA World Cup qualification,Barinas,Venezuela,FALSE
30-01-2022,Canada,United States,2,0,FIFA World Cup qualification,Hamilton,Canada,FALSE
30-01-2022,Mexico,Costa Rica,0,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
30-01-2022,Panama,Jamaica,3,2,FIFA World Cup qualification,Panama City,Panama,FALSE
30-01-2022,Honduras,El Salvador,0,2,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE
01-02-2022,Lebanon,Iraq,1,1,FIFA World Cup qualification,Sidon,Lebanon,FALSE
01-02-2022,Iran,United Arab Emirates,1,0,FIFA World Cup qualification,Tehran,Iran,FALSE
01-02-2022,Syria,South Korea,0,2,FIFA World Cup qualification,Dubai,United Arab Emirates,TRUE
01-02-2022,Vietnam,China PR,3,1,FIFA World Cup qualification,Hanoi,Vietnam,FALSE
01-02-2022,Japan,Saudi Arabia,2,0,FIFA World Cup qualification,Saitama,Japan,FALSE
01-02-2022,Oman,Australia,2,2,FIFA World Cup qualification,Muscat,Oman,FALSE
01-02-2022,Bolivia,Chile,2,3,FIFA World Cup qualification,La Paz,Bolivia,FALSE
01-02-2022,Uruguay,Venezuela,4,1,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
01-02-2022,Argentina,Colombia,1,0,FIFA World Cup qualification,Córdoba,Argentina,FALSE
01-02-2022,Peru,Ecuador,1,1,FIFA World Cup qualification,Lima,Peru,FALSE
01-02-2022,Brazil,Paraguay,4,0,FIFA World Cup qualification,Belo Horizonte,Brazil,FALSE
02-02-2022,United States,Honduras,3,0,FIFA World Cup qualification,Saint Paul,United States,FALSE
02-02-2022,Jamaica,Costa Rica,0,1,FIFA World Cup qualification,Kingston,Jamaica,FALSE
02-02-2022,El Salvador,Canada,0,2,FIFA World Cup qualification,San Salvador,El Salvador,FALSE
02-02-2022,Mexico,Panama,1,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
17-03-2022,Cook Islands,Solomon Islands,0,2,FIFA World Cup qualification,Doha,Qatar,TRUE
18-03-2022,Papua New Guinea,New Zealand,0,1,FIFA World Cup qualification,Doha,Qatar,TRUE
18-03-2022,New Caledonia,Fiji,1,2,FIFA World Cup qualification,Doha,Qatar,TRUE
21-03-2022,Papua New Guinea,New Caledonia,1,0,FIFA World Cup qualification,Doha,Qatar,TRUE
21-03-2022,New Zealand,Fiji,4,0,FIFA World Cup qualification,Doha,Qatar,TRUE
24-03-2022,Jamaica,El Salvador,1,1,FIFA World Cup qualification,Kingston,Jamaica,FALSE
24-03-2022,Mexico,United States,0,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
24-03-2022,Panama,Honduras,1,1,FIFA World Cup qualification,Panama City,Panama,FALSE
24-03-2022,Costa Rica,Canada,1,0,FIFA World Cup qualification,San José,Costa Rica,FALSE
24-03-2022,Lebanon,Syria,0,3,FIFA World Cup qualification,Sidon,Lebanon,FALSE
24-03-2022,Iraq,United Arab Emirates,1,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,TRUE
24-03-2022,South Korea,Iran,2,0,FIFA World Cup qualification,Seoul,South Korea,FALSE
24-03-2022,China PR,Saudi Arabia,1,1,FIFA World Cup qualification,Sharjah,United Arab Emirates,TRUE
24-03-2022,Vietnam,Oman,0,1,FIFA World Cup qualification,Hanoi,Vietnam,FALSE
24-03-2022,Australia,Japan,0,2,FIFA World Cup qualification,Sydney,Australia,FALSE
24-03-2022,Solomon Islands,Tahiti,3,1,FIFA World Cup qualification,Doha,Qatar,TRUE
24-03-2022,Fiji,Papua New Guinea,1,2,FIFA World Cup qualification,Doha,Qatar,TRUE
24-03-2022,New Zealand,New Caledonia,7,1,FIFA World Cup qualification,Doha,Qatar,TRUE
24-03-2022,Colombia,Bolivia,3,0,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
24-03-2022,Brazil,Chile,4,0,FIFA World Cup qualification,Rio de Janeiro,Brazil,FALSE
24-03-2022,Paraguay,Ecuador,3,1,FIFA World Cup qualification,Ciudad del Este,Paraguay,FALSE
24-03-2022,Uruguay,Peru,1,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
24-03-2022,Italy,North Macedonia,0,1,FIFA World Cup qualification,Palermo,Italy,FALSE
24-03-2022,Portugal,Turkey,3,1,FIFA World Cup qualification,Porto,Portugal,FALSE
24-03-2022,Sweden,Czech Republic,1,0,FIFA World Cup qualification,Stockholm,Sweden,FALSE
24-03-2022,Wales,Austria,2,1,FIFA World Cup qualification,Cardiff,Wales,FALSE
24-03-2022,Estonia,Cyprus,0,0,UEFA Nations League,Tallinn,Estonia,FALSE
24-03-2022,Moldova,Kazakhstan,1,2,UEFA Nations League,Chișinău,Moldova,FALSE
25-03-2022,Cameroon,Algeria,0,1,FIFA World Cup qualification,Douala,Cameroon,FALSE
25-03-2022,DR Congo,Morocco,1,1,FIFA World Cup qualification,Kinshasa,DR Congo,FALSE
25-03-2022,Egypt,Senegal,1,0,FIFA World Cup qualification,Cairo,Egypt,FALSE
25-03-2022,Ghana,Nigeria,0,0,FIFA World Cup qualification,Kumasi,Ghana,FALSE
25-03-2022,Mali,Tunisia,0,1,FIFA World Cup qualification,Bamako,Mali,FALSE
25-03-2022,Argentina,Venezuela,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE
27-03-2022,El Salvador,Costa Rica,1,2,FIFA World Cup qualification,San Salvador,El Salvador,FALSE
27-03-2022,Canada,Jamaica,4,0,FIFA World Cup qualification,Toronto,Canada,FALSE
27-03-2022,Honduras,Mexico,0,1,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE
27-03-2022,United States,Panama,5,1,FIFA World Cup qualification,Orlando,United States,FALSE
27-03-2022,New Zealand,Tahiti,1,0,FIFA World Cup qualification,Doha,Qatar,TRUE
27-03-2022,Solomon Islands,Papua New Guinea,3,2,FIFA World Cup qualification,Doha,Qatar,TRUE
29-03-2022,Algeria,Cameroon,1,2,FIFA World Cup qualification,Blida,Algeria,FALSE
29-03-2022,Morocco,DR Congo,4,1,FIFA World Cup qualification,Casablanca,Morocco,FALSE
29-03-2022,Nigeria,Ghana,1,1,FIFA World Cup qualification,Abuja,Nigeria,FALSE
29-03-2022,Senegal,Egypt,1,0,FIFA World Cup qualification,Diamniadio,Senegal,FALSE
29-03-2022,Tunisia,Mali,0,0,FIFA World Cup qualification,Tunis,Tunisia,FALSE
29-03-2022,Iran,Lebanon,2,0,FIFA World Cup qualification,Mashhad,Iran,FALSE
29-03-2022,Syria,Iraq,1,1,FIFA World Cup qualification,Dubai,United Arab Emirates,TRUE
29-03-2022,United Arab Emirates,South Korea,1,0,FIFA World Cup qualification,Dubai,United Arab Emirates,FALSE
29-03-2022,Japan,Vietnam,1,1,FIFA World Cup qualification,Saitama,Japan,FALSE
29-03-2022,Oman,China PR,2,0,FIFA World Cup qualification,Muscat,Oman,FALSE
29-03-2022,Saudi Arabia,Australia,1,0,FIFA World Cup qualification,Jeddah,Saudi Arabia,FALSE
29-03-2022,Ecuador,Argentina,1,1,FIFA World Cup qualification,Guayaquil,Ecuador,FALSE
29-03-2022,Peru,Paraguay,2,0,FIFA World Cup qualification,Lima,Peru,FALSE
29-03-2022,Bolivia,Brazil,0,4,FIFA World Cup qualification,La Paz,Bolivia,FALSE
29-03-2022,Venezuela,Colombia,0,1,FIFA World Cup qualification,Guayana,Venezuela,FALSE
29-03-2022,Chile,Uruguay,0,2,FIFA World Cup qualification,Santiago,Chile,FALSE
29-03-2022,Poland,Sweden,2,0,FIFA World Cup qualification,Chorzów,Poland,FALSE
29-03-2022,Portugal,North Macedonia,2,0,FIFA World Cup qualification,Porto,Portugal,FALSE
29-03-2022,Cyprus,Estonia,2,0,UEFA Nations League,Larnaca,Cyprus,FALSE
29-03-2022,Kazakhstan,Moldova,0,1,UEFA Nations League,Nur-Sultan,Kazakhstan,FALSE
30-03-2022,Mexico,El Salvador,2,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
30-03-2022,Costa Rica,United States,2,0,FIFA World Cup qualification,San José,Costa Rica,FALSE
30-03-2022,Panama,Canada,1,0,FIFA World Cup qualification,Panama City,Panama,FALSE
30-03-2022,Jamaica,Honduras,2,1,FIFA World Cup qualification,Kingston,Jamaica,FALSE
30-03-2022,Solomon Islands,New Zealand,0,5,FIFA World Cup qualification,Doha,Qatar,TRUE
01-06-2022,Scotland,Ukraine,1,3,FIFA World Cup qualification,Glasgow,Scotland,FALSE
01-06-2022,Poland,Wales,2,1,UEFA Nations League,Wrocław,Poland,FALSE
02-06-2022,Czech Republic,Switzerland,2,1,UEFA Nations League,Prague,Czech Republic,FALSE
02-06-2022,Spain,Portugal,1,1,UEFA Nations League,Sevilla,Spain,FALSE
02-06-2022,Israel,Iceland,2,2,UEFA Nations League,Haifa,Israel,FALSE
02-06-2022,Serbia,Norway,0,1,UEFA Nations League,Belgrade,Serbia,FALSE
02-06-2022,Slovenia,Sweden,0,2,UEFA Nations League,Ljubljana,Slovenia,FALSE
02-06-2022,Northern Ireland,Greece,0,1,UEFA Nations League,Belfast,Northern Ireland,FALSE
02-06-2022,Cyprus,Kosovo,0,2,UEFA Nations League,Larnaca,Cyprus,FALSE
02-06-2022,Georgia,Gibraltar,4,0,UEFA Nations League,Tbilisi,Georgia,FALSE
02-06-2022,Bulgaria,North Macedonia,1,1,UEFA Nations League,Razgrad,Bulgaria,FALSE
02-06-2022,Estonia,San Marino,2,0,UEFA Nations League,Tallinn,Estonia,FALSE
03-06-2022,Croatia,Austria,0,3,UEFA Nations League,Osijek,Croatia,FALSE
03-06-2022,France,Denmark,1,2,UEFA Nations League,Paris,France,FALSE
03-06-2022,Belgium,Netherlands,1,4,UEFA Nations League,Brussels,Belgium,FALSE
03-06-2022,Kazakhstan,Azerbaijan,2,0,UEFA Nations League,Nur-Sultan,Kazakhstan,FALSE
03-06-2022,Belarus,Slovakia,0,1,UEFA Nations League,Novi Sad,Serbia,TRUE
03-06-2022,Liechtenstein,Moldova,0,2,UEFA Nations League,Vaduz,Liechtenstein,FALSE
03-06-2022,Latvia,Andorra,3,0,UEFA Nations League,Riga,Latvia,FALSE
04-06-2022,Hungary,England,1,0,UEFA Nations League,Budapest,Hungary,FALSE
04-06-2022,Italy,Germany,1,1,UEFA Nations League,Bologna,Italy,FALSE
04-06-2022,Armenia,Republic of Ireland,1,0,UEFA Nations League,Yerevan,Armenia,FALSE
04-06-2022,Finland,Bosnia and Herzegovina,1,1,UEFA Nations League,Helsinki,Finland,FALSE
04-06-2022,Montenegro,Romania,2,0,UEFA Nations League,Podgorica,Montenegro,FALSE
04-06-2022,Lithuania,Luxembourg,0,2,UEFA Nations League,Vilnius,Lithuania,FALSE
04-06-2022,Turkey,Faroe Islands,4,0,UEFA Nations League,Istanbul,Turkey,FALSE
05-06-2022,Wales,Ukraine,1,0,FIFA World Cup qualification,Cardiff,Wales,FALSE
05-06-2022,Portugal,Switzerland,4,0,UEFA Nations League,Lisbon,Portugal,FALSE
05-06-2022,Czech Republic,Spain,2,2,UEFA Nations League,Prague,Czech Republic,FALSE
05-06-2022,Serbia,Slovenia,4,1,UEFA Nations League,Belgrade,Serbia,FALSE
05-06-2022,Sweden,Norway,1,2,UEFA Nations League,Stockholm,Sweden,FALSE
05-06-2022,Cyprus,Northern Ireland,0,0,UEFA Nations League,Larnaca,Cyprus,FALSE
05-06-2022,Kosovo,Greece,0,1,UEFA Nations League,Pristina,Kosovo,FALSE
05-06-2022,Gibraltar,North Macedonia,0,2,UEFA Nations League,Gibraltar,Gibraltar,FALSE
05-06-2022,Bulgaria,Georgia,2,5,UEFA Nations League,Razgrad,Bulgaria,FALSE
05-06-2022,San Marino,Malta,0,2,UEFA Nations League,Serravalle,San Marino,FALSE
06-06-2022,Austria,Denmark,1,2,UEFA Nations League,Vienna,Austria,FALSE
06-06-2022,Croatia,France,1,1,UEFA Nations League,Split,Croatia,FALSE
06-06-2022,Iceland,Albania,1,1,UEFA Nations League,Reykjavík,Iceland,FALSE
06-06-2022,Belarus,Azerbaijan,0,0,UEFA Nations League,Novi Sad,Serbia,TRUE
06-06-2022,Slovakia,Kazakhstan,0,1,UEFA Nations League,Trnava,Slovakia,FALSE
06-06-2022,Latvia,Liechtenstein,1,0,UEFA Nations League,Riga,Latvia,FALSE
06-06-2022,Andorra,Moldova,0,0,UEFA Nations League,Andorra la Vella,Andorra,FALSE
07-06-2022,Germany,England,1,1,UEFA Nations League,Munich,Germany,FALSE
07-06-2022,Italy,Hungary,2,1,UEFA Nations League,Cesena,Italy,FALSE
07-06-2022,Finland,Montenegro,2,0,UEFA Nations League,Helsinki,Finland,FALSE
07-06-2022,Bosnia and Herzegovina,Romania,1,0,UEFA Nations League,Zenica,Bosnia and Herzegovina,FALSE
07-06-2022,Faroe Islands,Luxembourg,0,1,UEFA Nations League,Tórshavn,Faroe Islands,FALSE
07-06-2022,Lithuania,Turkey,0,6,UEFA Nations League,Vilnius,Lithuania,FALSE
07-06-2022,United Arab Emirates,Australia,1,2,FIFA World Cup qualification,Al Rayyan,Qatar,TRUE
08-06-2022,Wales,Netherlands,1,2,UEFA Nations League,Cardiff,Wales,FALSE
08-06-2022,Belgium,Poland,6,1,UEFA Nations League,Brussels,Belgium,FALSE
08-06-2022,Republic of Ireland,Ukraine,0,1,UEFA Nations League,Dublin,Republic of Ireland,FALSE
08-06-2022,Scotland,Armenia,2,0,UEFA Nations League,Glasgow,Scotland,FALSE
09-06-2022,Portugal,Czech Republic,2,0,UEFA Nations League,Lisbon,Portugal,FALSE
09-06-2022,Switzerland,Spain,0,1,UEFA Nations League,Geneva,Switzerland,FALSE
09-06-2022,Norway,Slovenia,0,0,UEFA Nations League,Oslo,Norway,FALSE
09-06-2022,Sweden,Serbia,0,1,UEFA Nations League,Stockholm,Sweden,FALSE
09-06-2022,Kosovo,Northern Ireland,3,2,UEFA Nations League,Pristina,Kosovo,FALSE
09-06-2022,Greece,Cyprus,3,0,UEFA Nations League,Vólos,Greece,FALSE
09-06-2022,Gibraltar,Bulgaria,1,1,UEFA Nations League,Gibraltar,Gibraltar,FALSE
09-06-2022,North Macedonia,Georgia,0,3,UEFA Nations League,Skopje,North Macedonia,FALSE
09-06-2022,Malta,Estonia,1,2,UEFA Nations League,Ta' Qali,Malta,FALSE
10-06-2022,Austria,France,1,1,UEFA Nations League,Vienna,Austria,FALSE
10-06-2022,Denmark,Croatia,0,1,UEFA Nations League,Copenhagen,Denmark,FALSE
10-06-2022,Albania,Israel,1,2,UEFA Nations League,Tirana,Albania,FALSE
10-06-2022,Azerbaijan,Slovakia,0,1,UEFA Nations League,Mardakan,Azerbaijan,FALSE
10-06-2022,Belarus,Kazakhstan,1,1,UEFA Nations League,Novi Sad,Serbia,TRUE
10-06-2022,Moldova,Latvia,2,4,UEFA Nations League,Chișinău,Moldova,FALSE
10-06-2022,Andorra,Liechtenstein,2,1,UEFA Nations League,Andorra la Vella,Andorra,FALSE
11-06-2022,England,Italy,0,0,UEFA Nations League,Wolverhampton,England,FALSE
11-06-2022,Hungary,Germany,1,1,UEFA Nations League,Budapest,Hungary,FALSE
11-06-2022,Wales,Belgium,1,1,UEFA Nations League,Cardiff,Wales,FALSE
11-06-2022,Netherlands,Poland,2,2,UEFA Nations League,Rotterdam,Netherlands,FALSE
11-06-2022,Ukraine,Armenia,3,0,UEFA Nations League,Łódź,Poland,TRUE
11-06-2022,Republic of Ireland,Scotland,3,0,UEFA Nations League,Dublin,Republic of Ireland,FALSE
11-06-2022,Montenegro,Bosnia and Herzegovina,1,1,UEFA Nations League,Podgorica,Montenegro,FALSE
11-06-2022,Romania,Finland,1,0,UEFA Nations League,Bucharest,Romania,FALSE
11-06-2022,Faroe Islands,Lithuania,2,1,UEFA Nations League,Tórshavn,Faroe Islands,FALSE
11-06-2022,Luxembourg,Turkey,0,2,UEFA Nations League,Luxembourg,Luxembourg,FALSE
12-06-2022,Spain,Czech Republic,2,0,UEFA Nations League,Málaga,Spain,FALSE
12-06-2022,Switzerland,Portugal,1,0,UEFA Nations League,Geneva,Switzerland,FALSE
12-06-2022,Norway,Sweden,3,2,UEFA Nations League,Oslo,Norway,FALSE
12-06-2022,Slovenia,Serbia,2,2,UEFA Nations League,Ljubljana,Slovenia,FALSE
12-06-2022,Northern Ireland,Cyprus,2,2,UEFA Nations League,Belfast,Northern Ireland,FALSE
12-06-2022,Greece,Kosovo,2,0,UEFA Nations League,Vólos,Greece,FALSE
12-06-2022,North Macedonia,Gibraltar,4,0,UEFA Nations League,Skopje,North Macedonia,FALSE
12-06-2022,Georgia,Bulgaria,0,0,UEFA Nations League,Tbilisi,Georgia,FALSE
12-06-2022,Malta,San Marino,1,0,UEFA Nations League,Ta' Qali,Malta,FALSE
13-06-2022,Australia,Peru,0,0,FIFA World Cup qualification,Al Rayyan,Qatar,TRUE
13-06-2022,Denmark,Austria,2,0,UEFA Nations League,Copenhagen,Denmark,FALSE
13-06-2022,France,Croatia,0,1,UEFA Nations League,Paris,France,FALSE
13-06-2022,Iceland,Israel,2,2,UEFA Nations League,Reykjavík,Iceland,FALSE
13-06-2022,Azerbaijan,Belarus,2,0,UEFA Nations League,Mardakan,Azerbaijan,FALSE
13-06-2022,Kazakhstan,Slovakia,2,1,UEFA Nations League,Nur-Sultan,Kazakhstan,FALSE
14-06-2022,Costa Rica,New Zealand,1,0,FIFA World Cup qualification,Al Rayyan,Qatar,TRUE
14-06-2022,England,Hungary,0,4,UEFA Nations League,Wolverhampton,England,FALSE
14-06-2022,Germany,Italy,5,2,UEFA Nations League,Mönchengladbach,Germany,FALSE
14-06-2022,Netherlands,Wales,3,2,UEFA Nations League,Rotterdam,Netherlands,FALSE
14-06-2022,Poland,Belgium,0,1,UEFA Nations League,Warsaw,Poland,FALSE
14-06-2022,Armenia,Scotland,1,4,UEFA Nations League,Yerevan,Armenia,FALSE
14-06-2022,Ukraine,Republic of Ireland,1,1,UEFA Nations League,Łódź,Poland,TRUE
14-06-2022,Bosnia and Herzegovina,Finland,3,2,UEFA Nations League,Zenica,Bosnia and Herzegovina,FALSE
14-06-2022,Romania,Montenegro,0,3,UEFA Nations League,Bucharest,Romania,FALSE
14-06-2022,Luxembourg,Faroe Islands,2,2,UEFA Nations League,Luxembourg,Luxembourg,FALSE
14-06-2022,Turkey,Lithuania,2,0,UEFA Nations League,İzmir,Turkey,FALSE
14-06-2022,Moldova,Andorra,2,1,UEFA Nations League,Chișinău,Moldova,FALSE
14-06-2022,Liechtenstein,Latvia,0,2,UEFA Nations League,Vaduz,Liechtenstein,FALSE
21-09-2022,Scotland,Ukraine,3,0,UEFA Nations League,Glasgow,Scotland,FALSE
22-09-2022,Croatia,Denmark,2,1,UEFA Nations League,Zagreb,Croatia,FALSE
22-09-2022,France,Austria,2,0,UEFA Nations League,Paris,France,FALSE
22-09-2022,Belgium,Wales,2,1,UEFA Nations League,Brussels,Belgium,FALSE
22-09-2022,Poland,Netherlands,0,2,UEFA Nations League,Warsaw,Poland,FALSE
22-09-2022,Lithuania,Faroe Islands,1,1,UEFA Nations League,Vilnius,Lithuania,FALSE
22-09-2022,Turkey,Luxembourg,3,3,UEFA Nations League,Istanbul,Turkey,FALSE
22-09-2022,Kazakhstan,Belarus,2,1,UEFA Nations League,Astana,Kazakhstan,FALSE
22-09-2022,Slovakia,Azerbaijan,1,2,UEFA Nations League,Trnava,Slovakia,FALSE
22-09-2022,Latvia,Moldova,1,2,UEFA Nations League,Riga,Latvia,FALSE
22-09-2022,Liechtenstein,Andorra,0,2,UEFA Nations League,Vaduz,Liechtenstein,FALSE
23-09-2022,Germany,Hungary,0,1,UEFA Nations League,Leipzig,Germany,FALSE
23-09-2022,Italy,England,1,0,UEFA Nations League,Milan,Italy,FALSE
23-09-2022,Bosnia and Herzegovina,Montenegro,1,0,UEFA Nations League,Zenica,Bosnia and Herzegovina,FALSE
23-09-2022,Finland,Romania,1,1,UEFA Nations League,Helsinki,Finland,FALSE
23-09-2022,Georgia,North Macedonia,2,0,UEFA Nations League,Tbilisi,Georgia,FALSE
23-09-2022,Bulgaria,Gibraltar,5,1,UEFA Nations League,Razgrad,Bulgaria,FALSE
23-09-2022,Estonia,Malta,2,1,UEFA Nations League,Tallinn,Estonia,FALSE
24-09-2022,Czech Republic,Portugal,0,4,UEFA Nations League,Prague,Czech Republic,FALSE
24-09-2022,Spain,Switzerland,1,2,UEFA Nations League,Zaragoza,Spain,FALSE
24-09-2022,Armenia,Ukraine,0,5,UEFA Nations League,Yerevan,Armenia,FALSE
24-09-2022,Scotland,Republic of Ireland,2,1,UEFA Nations League,Glasgow,Scotland,FALSE
24-09-2022,Israel,Albania,2,1,UEFA Nations League,Tel Aviv,Israel,FALSE
24-09-2022,Slovenia,Norway,2,1,UEFA Nations League,Ljubljana,Slovenia,FALSE
24-09-2022,Serbia,Sweden,4,1,UEFA Nations League,Belgrade,Serbia,FALSE
24-09-2022,Northern Ireland,Kosovo,2,1,UEFA Nations League,Belfast,Northern Ireland,FALSE
24-09-2022,Cyprus,Greece,1,0,UEFA Nations League,Larnaca,Cyprus,FALSE
25-09-2022,Austria,Croatia,1,3,UEFA Nations League,Vienna,Austria,FALSE
25-09-2022,Denmark,France,2,0,UEFA Nations League,Copenhagen,Denmark,FALSE
25-09-2022,Wales,Poland,0,1,UEFA Nations League,Cardiff,Wales,FALSE
25-09-2022,Netherlands,Belgium,1,0,UEFA Nations League,Amsterdam,Netherlands,FALSE
25-09-2022,Faroe Islands,Turkey,2,1,UEFA Nations League,Tórshavn,Faroe Islands,FALSE
25-09-2022,Luxembourg,Lithuania,1,0,UEFA Nations League,Luxembourg,Luxembourg,FALSE
25-09-2022,Slovakia,Belarus,1,1,UEFA Nations League,Bačka Topola,Serbia,TRUE
25-09-2022,Azerbaijan,Kazakhstan,3,0,UEFA Nations League,Baku,Azerbaijan,FALSE
25-09-2022,Andorra,Latvia,1,1,UEFA Nations League,Andorra la Vella,Andorra,FALSE
25-09-2022,Moldova,Liechtenstein,2,0,UEFA Nations League,Chișinău,Moldova,FALSE
26-09-2022,England,Germany,3,3,UEFA Nations League,London,England,FALSE
26-09-2022,Hungary,Italy,0,2,UEFA Nations League,Budapest,Hungary,FALSE
26-09-2022,Montenegro,Finland,0,2,UEFA Nations League,Podgorica,Montenegro,FALSE
26-09-2022,Romania,Bosnia and Herzegovina,4,1,UEFA Nations League,Bucharest,Romania,FALSE
26-09-2022,Gibraltar,Georgia,1,2,UEFA Nations League,Gibraltar,Gibraltar,FALSE
26-09-2022,North Macedonia,Bulgaria,0,1,UEFA Nations League,Skopje,North Macedonia,FALSE
26-09-2022,San Marino,Estonia,0,4,UEFA Nations League,Serravalle,San Marino,FALSE
27-09-2022,Portugal,Spain,0,1,UEFA Nations League,Braga,Portugal,FALSE
27-09-2022,Switzerland,Czech Republic,2,1,UEFA Nations League,St. Gallen,Switzerland,FALSE
27-09-2022,Republic of Ireland,Armenia,3,2,UEFA Nations League,Dublin,Republic of Ireland,FALSE
27-09-2022,Ukraine,Scotland,0,0,UEFA Nations League,Kraków,Poland,TRUE
27-09-2022,Albania,Iceland,1,1,UEFA Nations League,Tirana,Albania,FALSE
27-09-2022,Norway,Serbia,0,2,UEFA Nations League,Oslo,Norway,FALSE
27-09-2022,Sweden,Slovenia,1,1,UEFA Nations League,Stockholm,Sweden,FALSE
27-09-2022,Kosovo,Cyprus,5,1,UEFA Nations League,Pristina,Kosovo,FALSE
27-09-2022,Greece,Northern Ireland,3,1,UEFA Nations League,Athens,Greece,FALSE
20-11-2022,Qatar,Ecuador,0,2,FIFA World Cup,Al Khor,Qatar,FALSE
21-11-2022,Senegal,Netherlands,0,2,FIFA World Cup,Doha,Qatar,TRUE
21-11-2022,England,Iran,6,2,FIFA World Cup,Al Rayyan,Qatar,TRUE
21-11-2022,United States,Wales,1,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
22-11-2022,Argentina,Saudi Arabia,1,2,FIFA World Cup,Lusail,Qatar,TRUE
22-11-2022,Mexico,Poland,0,0,FIFA World Cup,Doha,Qatar,TRUE
22-11-2022,Denmark,Tunisia,0,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
22-11-2022,France,Australia,4,1,FIFA World Cup,Al Wakrah,Qatar,TRUE
23-11-2022,Germany,Japan,1,2,FIFA World Cup,Al Rayyan,Qatar,TRUE
23-11-2022,Spain,Costa Rica,7,0,FIFA World Cup,Doha,Qatar,TRUE
23-11-2022,Morocco,Croatia,0,0,FIFA World Cup,Al Khor,Qatar,TRUE
23-11-2022,Belgium,Canada,1,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
24-11-2022,Switzerland,Cameroon,1,0,FIFA World Cup,Al Wakrah,Qatar,TRUE
24-11-2022,Brazil,Serbia,2,0,FIFA World Cup,Lusail,Qatar,TRUE
24-11-2022,Uruguay,South Korea,0,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
24-11-2022,Portugal,Ghana,3,2,FIFA World Cup,Doha,Qatar,TRUE
25-11-2022,Qatar,Senegal,1,3,FIFA World Cup,Doha,Qatar,FALSE
25-11-2022,Netherlands,Ecuador,1,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
25-11-2022,Wales,Iran,0,2,FIFA World Cup,Al Rayyan,Qatar,TRUE
25-11-2022,England,United States,0,0,FIFA World Cup,Al Khor,Qatar,TRUE
26-11-2022,Poland,Saudi Arabia,2,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
26-11-2022,Argentina,Mexico,2,0,FIFA World Cup,Lusail,Qatar,TRUE
26-11-2022,Tunisia,Australia,0,1,FIFA World Cup,Al Wakrah,Qatar,TRUE
26-11-2022,France,Denmark,2,1,FIFA World Cup,Doha,Qatar,TRUE
27-11-2022,Japan,Costa Rica,0,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
27-11-2022,Spain,Germany,1,1,FIFA World Cup,Al Khor,Qatar,TRUE
27-11-2022,Belgium,Morocco,0,2,FIFA World Cup,Doha,Qatar,TRUE
27-11-2022,Croatia,Canada,4,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
28-11-2022,Cameroon,Serbia,3,3,FIFA World Cup,Al Wakrah,Qatar,TRUE
28-11-2022,Brazil,Switzerland,1,0,FIFA World Cup,Doha,Qatar,TRUE
28-11-2022,South Korea,Ghana,2,3,FIFA World Cup,Al Rayyan,Qatar,TRUE
28-11-2022,Portugal,Uruguay,2,0,FIFA World Cup,Lusail,Qatar,TRUE
29-11-2022,Ecuador,Senegal,1,2,FIFA World Cup,Al Rayyan,Qatar,TRUE
29-11-2022,Qatar,Netherlands,0,2,FIFA World Cup,Al Khor,Qatar,FALSE
29-11-2022,Wales,England,0,3,FIFA World Cup,Al Rayyan,Qatar,TRUE
29-11-2022,Iran,United States,0,1,FIFA World Cup,Doha,Qatar,TRUE
30-11-2022,Poland,Argentina,0,2,FIFA World Cup,Doha,Qatar,TRUE
30-11-2022,Saudi Arabia,Mexico,1,2,FIFA World Cup,Lusail,Qatar,TRUE
30-11-2022,Australia,Denmark,1,0,FIFA World Cup,Al Wakrah,Qatar,TRUE
30-11-2022,Tunisia,France,1,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
01-12-2022,Japan,Spain,2,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
01-12-2022,Costa Rica,Germany,2,4,FIFA World Cup,Al Khor,Qatar,TRUE
01-12-2022,Croatia,Belgium,0,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
01-12-2022,Canada,Morocco,1,2,FIFA World Cup,Doha,Qatar,TRUE
