date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
11-11-2016,Libya,Tunisia,0,1,FIFA World Cup qualification,Algiers,Algeria,TRUE
11-11-2016,Malta,Slovenia,0,1,FIFA World Cup qualification,Attard,Malta,FALSE
11-11-2016,Northern Ireland,Azerbaijan,4,0,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE
11-11-2016,Romania,Poland,0,3,FIFA World Cup qualification,Bucharest,Romania,FALSE
11-11-2016,San Marino,Germany,0,8,FIFA World Cup qualification,Serravalle,San Marino,FALSE
11-11-2016,Slovakia,Lithuania,4,0,FIFA World Cup qualification,Trnava,Slovakia,FALSE
11-11-2016,Trinidad and Tobago,Costa Rica,0,2,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,FALSE
11-11-2016,United States,Mexico,1,2,FIFA World Cup qualification,Columbus,United States,FALSE
12-11-2016,Albania,Israel,0,3,FIFA World Cup qualification,Elbasan,Albania,FALSE
12-11-2016,Austria,Republic of Ireland,0,1,FIFA World Cup qualification,Vienna,Austria,FALSE
12-11-2016,Cameroon,Zambia,1,1,FIFA World Cup qualification,Limbé,Cameroon,FALSE
12-11-2016,Cape Verde,Burkina Faso,0,2,FIFA World Cup qualification,Praia,Cape Verde,FALSE
12-11-2016,Croatia,Iceland,2,0,FIFA World Cup qualification,Zagreb,Croatia,FALSE
12-11-2016,Georgia,Moldova,1,1,FIFA World Cup qualification,Tbilisi,Georgia,FALSE
12-11-2016,Liechtenstein,Italy,0,4,FIFA World Cup qualification,Vaduz,Liechtenstein,FALSE
12-11-2016,Mali,Gabon,0,0,FIFA World Cup qualification,Bamako,Mali,FALSE
12-11-2016,Morocco,Ivory Coast,0,0,FIFA World Cup qualification,Marrakech,Morocco,FALSE
12-11-2016,New Zealand,New Caledonia,2,0,FIFA World Cup qualification,Auckland,New Zealand,FALSE
12-11-2016,Nigeria,Algeria,3,1,FIFA World Cup qualification,Uyo,Nigeria,FALSE
12-11-2016,Spain,North Macedonia,4,0,FIFA World Cup qualification,Granada,Spain,FALSE
12-11-2016,Turkey,Kosovo,2,0,FIFA World Cup qualification,Antalya,Turkey,FALSE
12-11-2016,Uganda,Congo,1,0,FIFA World Cup qualification,Kampala,Uganda,FALSE
12-11-2016,Ukraine,Finland,1,0,FIFA World Cup qualification,Odessa,Ukraine,FALSE
12-11-2016,Wales,Serbia,1,1,FIFA World Cup qualification,Cardiff,Wales,FALSE
13-11-2016,Belgium,Estonia,8,1,FIFA World Cup qualification,Brussels,Belgium,FALSE
13-11-2016,Bulgaria,Belarus,1,0,FIFA World Cup qualification,Sofia,Bulgaria,FALSE
13-11-2016,Cyprus,Gibraltar,3,1,FIFA World Cup qualification,Nicosia,Cyprus,FALSE
13-11-2016,Egypt,Ghana,2,0,FIFA World Cup qualification,Alexandria,Egypt,FALSE
13-11-2016,Greece,Bosnia and Herzegovina,1,1,FIFA World Cup qualification,Piraeus,Greece,FALSE
13-11-2016,Guinea,DR Congo,1,2,FIFA World Cup qualification,Conakry,Guinea,FALSE
13-11-2016,Hungary,Andorra,4,0,FIFA World Cup qualification,Budapest,Hungary,FALSE
13-11-2016,Luxembourg,Netherlands,1,3,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE
13-11-2016,Portugal,Latvia,4,1,FIFA World Cup qualification,Faro,Portugal,FALSE
13-11-2016,Solomon Islands,Tahiti,1,0,FIFA World Cup qualification,Honiara,Solomon Islands,FALSE
13-11-2016,Switzerland,Faroe Islands,2,0,FIFA World Cup qualification,Lucerne,Switzerland,FALSE
15-11-2016,Argentina,Colombia,3,0,FIFA World Cup qualification,San Juan,Argentina,FALSE
15-11-2016,Bolivia,Paraguay,1,0,FIFA World Cup qualification,La Paz,Bolivia,FALSE
15-11-2016,Chile,Uruguay,3,1,FIFA World Cup qualification,Santiago,Chile,FALSE
15-11-2016,China PR,Qatar,0,0,FIFA World Cup qualification,Kunming,China PR,FALSE
15-11-2016,Costa Rica,United States,4,0,FIFA World Cup qualification,San José,Costa Rica,FALSE
15-11-2016,Ecuador,Venezuela,3,0,FIFA World Cup qualification,Quito,Ecuador,FALSE
15-11-2016,Honduras,Trinidad and Tobago,3,1,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE
15-11-2016,Japan,Saudi Arabia,2,1,FIFA World Cup qualification,Saitama,Japan,FALSE
15-11-2016,South Korea,Uzbekistan,2,1,FIFA World Cup qualification,Seoul,South Korea,FALSE
15-11-2016,New Caledonia,New Zealand,0,0,FIFA World Cup qualification,Koné,New Caledonia,FALSE
15-11-2016,Panama,Mexico,0,0,FIFA World Cup qualification,Panama City,Panama,FALSE
15-11-2016,Peru,Brazil,0,2,FIFA World Cup qualification,Lima,Peru,FALSE
15-11-2016,Syria,Iran,0,0,FIFA World Cup qualification,Paroi,Malaysia,TRUE
15-11-2016,Thailand,Australia,2,2,FIFA World Cup qualification,Bangkok,Thailand,FALSE
15-11-2016,United Arab Emirates,Iraq,2,0,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,FALSE
23-03-2017,Argentina,Chile,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE
23-03-2017,China PR,South Korea,1,0,FIFA World Cup qualification,Changsha,China PR,FALSE
23-03-2017,Colombia,Bolivia,1,0,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
23-03-2017,Iraq,Australia,1,1,FIFA World Cup qualification,Tehran,Iran,TRUE
23-03-2017,Papua New Guinea,Tahiti,1,3,FIFA World Cup qualification,Port Moresby,Papua New Guinea,FALSE
23-03-2017,Paraguay,Ecuador,2,1,FIFA World Cup qualification,Asunción,Paraguay,FALSE
23-03-2017,Qatar,Iran,0,1,FIFA World Cup qualification,Doha,Qatar,FALSE
23-03-2017,Syria,Uzbekistan,1,0,FIFA World Cup qualification,Paya Rumput,Malaysia,TRUE
23-03-2017,Thailand,Saudi Arabia,0,3,FIFA World Cup qualification,Bangkok,Thailand,FALSE
23-03-2017,United Arab Emirates,Japan,0,2,FIFA World Cup qualification,Al Ain,United Arab Emirates,FALSE
23-03-2017,Uruguay,Brazil,1,4,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
23-03-2017,Venezuela,Peru,2,2,FIFA World Cup qualification,Maturín,Venezuela,FALSE
24-03-2017,Austria,Moldova,2,0,FIFA World Cup qualification,Vienna,Austria,FALSE
24-03-2017,Croatia,Ukraine,1,0,FIFA World Cup qualification,Zagreb,Croatia,FALSE
24-03-2017,Georgia,Serbia,1,3,FIFA World Cup qualification,Tbilisi,Georgia,FALSE
24-03-2017,Republic of Ireland,Wales,0,0,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
24-03-2017,Italy,Albania,2,0,FIFA World Cup qualification,Palermo,Italy,FALSE
24-03-2017,Kosovo,Iceland,1,2,FIFA World Cup qualification,Shkodër,Albania,TRUE
24-03-2017,Liechtenstein,North Macedonia,0,3,FIFA World Cup qualification,Vaduz,Liechtenstein,FALSE
24-03-2017,Mexico,Costa Rica,2,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
24-03-2017,Spain,Israel,4,1,FIFA World Cup qualification,Gijón,Spain,FALSE
24-03-2017,Trinidad and Tobago,Panama,1,0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,FALSE
24-03-2017,Turkey,Finland,2,0,FIFA World Cup qualification,Antalya,Turkey,FALSE
24-03-2017,United States,Honduras,6,0,FIFA World Cup qualification,San Jose,United States,FALSE
25-03-2017,Andorra,Faroe Islands,0,0,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,FALSE
25-03-2017,Belgium,Greece,1,1,FIFA World Cup qualification,Brussels,Belgium,FALSE
25-03-2017,Bosnia and Herzegovina,Gibraltar,5,0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,FALSE
25-03-2017,Bulgaria,Netherlands,2,0,FIFA World Cup qualification,Sofia,Bulgaria,FALSE
25-03-2017,Cyprus,Estonia,0,0,FIFA World Cup qualification,Nicosia,Cyprus,FALSE
25-03-2017,Fiji,New Zealand,0,2,FIFA World Cup qualification,Lautoka,Fiji,FALSE
25-03-2017,Luxembourg,France,1,3,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE
25-03-2017,Portugal,Hungary,3,0,FIFA World Cup qualification,Lisbon,Portugal,FALSE
25-03-2017,Sweden,Belarus,4,0,FIFA World Cup qualification,Solna,Sweden,FALSE
25-03-2017,Switzerland,Latvia,1,0,FIFA World Cup qualification,Geneva,Switzerland,FALSE
26-03-2017,Armenia,Kazakhstan,2,0,FIFA World Cup qualification,Yerevan,Armenia,FALSE
26-03-2017,Azerbaijan,Germany,1,4,FIFA World Cup qualification,Baku,Azerbaijan,FALSE
26-03-2017,England,Lithuania,2,0,FIFA World Cup qualification,London,England,FALSE
26-03-2017,Malta,Slovakia,1,3,FIFA World Cup qualification,Attard,Malta,FALSE
26-03-2017,Montenegro,Poland,1,2,FIFA World Cup qualification,Podgorica,Montenegro,FALSE
26-03-2017,Northern Ireland,Norway,2,0,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE
26-03-2017,Romania,Denmark,0,0,FIFA World Cup qualification,Cluj,Romania,FALSE
26-03-2017,San Marino,Czech Republic,0,6,FIFA World Cup qualification,Serravalle,San Marino,FALSE
26-03-2017,Scotland,Slovenia,1,0,FIFA World Cup qualification,Glasgow,Scotland,FALSE
28-03-2017,Australia,United Arab Emirates,2,0,FIFA World Cup qualification,Sydney,Australia,FALSE
28-03-2017,Bolivia,Argentina,2,0,FIFA World Cup qualification,La Paz,Bolivia,FALSE
28-03-2017,Brazil,Paraguay,3,0,FIFA World Cup qualification,São Paulo,Brazil,FALSE
28-03-2017,Chile,Venezuela,3,1,FIFA World Cup qualification,Santiago,Chile,FALSE
28-03-2017,Ecuador,Colombia,0,2,FIFA World Cup qualification,Quito,Ecuador,FALSE
28-03-2017,Honduras,Costa Rica,1,1,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE
28-03-2017,Iran,China PR,1,0,FIFA World Cup qualification,Tehran,Iran,FALSE
28-03-2017,Japan,Thailand,4,0,FIFA World Cup qualification,Saitama,Japan,FALSE
28-03-2017,South Korea,Syria,1,0,FIFA World Cup qualification,Seoul,South Korea,FALSE
28-03-2017,New Zealand,Fiji,2,0,FIFA World Cup qualification,Wellington,New Zealand,FALSE
28-03-2017,Panama,United States,1,1,FIFA World Cup qualification,Panama City,Panama,FALSE
28-03-2017,Peru,Uruguay,2,1,FIFA World Cup qualification,Lima,Peru,FALSE
28-03-2017,Saudi Arabia,Iraq,1,0,FIFA World Cup qualification,Jeddah,Saudi Arabia,FALSE
28-03-2017,Trinidad and Tobago,Mexico,0,1,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,FALSE
28-03-2017,Uzbekistan,Qatar,1,0,FIFA World Cup qualification,Tashkent,Uzbekistan,FALSE
28-03-2017,Tahiti,Papua New Guinea,1,2,FIFA World Cup qualification,Pirae,Tahiti,FALSE
07-06-2017,Fiji,New Caledonia,2,2,FIFA World Cup qualification,Lautoka,Fiji,FALSE
08-06-2017,Australia,Saudi Arabia,3,2,FIFA World Cup qualification,Adelaide,Australia,FALSE
08-06-2017,Costa Rica,Panama,0,0,FIFA World Cup qualification,San José,Costa Rica,FALSE
08-06-2017,Mexico,Honduras,3,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
08-06-2017,United States,Trinidad and Tobago,2,0,FIFA World Cup qualification,Commerce City,United States,FALSE
09-06-2017,Andorra,Hungary,1,0,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,FALSE
09-06-2017,Belarus,Bulgaria,2,1,FIFA World Cup qualification,Barysaw,Belarus,FALSE
09-06-2017,Bosnia and Herzegovina,Greece,0,0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,FALSE
09-06-2017,Estonia,Belgium,0,2,FIFA World Cup qualification,Tallinn,Estonia,FALSE
09-06-2017,Faroe Islands,Switzerland,0,2,FIFA World Cup qualification,Tórshavn,Faroe Islands,FALSE
09-06-2017,Gibraltar,Cyprus,1,2,FIFA World Cup qualification,Faro,Portugal,TRUE
09-06-2017,Latvia,Portugal,0,3,FIFA World Cup qualification,Riga,Latvia,FALSE
09-06-2017,Netherlands,Luxembourg,5,0,FIFA World Cup qualification,Rotterdam,Netherlands,FALSE
09-06-2017,Solomon Islands,Papua New Guinea,3,2,FIFA World Cup qualification,Honiara,Solomon Islands,FALSE
09-06-2017,Sweden,France,2,1,FIFA World Cup qualification,Solna,Sweden,FALSE
10-06-2017,Azerbaijan,Northern Ireland,0,1,FIFA World Cup qualification,Baku,Azerbaijan,FALSE
10-06-2017,Germany,San Marino,7,0,FIFA World Cup qualification,Nuremberg,Germany,FALSE
10-06-2017,Kazakhstan,Denmark,1,3,FIFA World Cup qualification,Almaty,Kazakhstan,FALSE
10-06-2017,Lithuania,Slovakia,1,2,FIFA World Cup qualification,Vilnius,Lithuania,FALSE
10-06-2017,Montenegro,Armenia,4,1,FIFA World Cup qualification,Podgorica,Montenegro,FALSE
10-06-2017,Norway,Czech Republic,1,1,FIFA World Cup qualification,Oslo,Norway,FALSE
10-06-2017,Poland,Romania,3,1,FIFA World Cup qualification,Warsaw,Poland,FALSE
10-06-2017,Scotland,England,2,2,FIFA World Cup qualification,Glasgow,Scotland,FALSE
10-06-2017,Slovenia,Malta,2,0,FIFA World Cup qualification,Ljubljana,Slovenia,FALSE
11-06-2017,Finland,Ukraine,1,2,FIFA World Cup qualification,Tampere,Finland,FALSE
11-06-2017,Iceland,Croatia,1,0,FIFA World Cup qualification,Reykjavík,Iceland,FALSE
11-06-2017,Republic of Ireland,Austria,1,1,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
11-06-2017,Israel,Albania,0,3,FIFA World Cup qualification,Haifa,Israel,FALSE
11-06-2017,Italy,Liechtenstein,5,0,FIFA World Cup qualification,Udine,Italy,FALSE
11-06-2017,Kosovo,Turkey,1,4,FIFA World Cup qualification,Shkodër,Albania,TRUE
11-06-2017,North Macedonia,Spain,1,2,FIFA World Cup qualification,Skopje,North Macedonia,FALSE
11-06-2017,Mexico,United States,1,1,FIFA World Cup qualification,Mexico City,Mexico,FALSE
11-06-2017,Moldova,Georgia,2,2,FIFA World Cup qualification,Chișinău,Moldova,FALSE
11-06-2017,New Caledonia,Fiji,2,1,FIFA World Cup qualification,Nouméa,New Caledonia,FALSE
11-06-2017,Serbia,Wales,1,1,FIFA World Cup qualification,Belgrade,Serbia,FALSE
12-06-2017,Iran,Uzbekistan,2,0,FIFA World Cup qualification,Tehran,Iran,FALSE
13-06-2017,Costa Rica,Trinidad and Tobago,2,1,FIFA World Cup qualification,San José,Costa Rica,FALSE
13-06-2017,Iraq,Japan,1,1,FIFA World Cup qualification,Tehran,Iran,TRUE
13-06-2017,Panama,Honduras,2,2,FIFA World Cup qualification,Panama City,Panama,FALSE
13-06-2017,Papua New Guinea,Solomon Islands,1,2,FIFA World Cup qualification,Port Moresby,Papua New Guinea,FALSE
13-06-2017,Qatar,South Korea,3,2,FIFA World Cup qualification,Doha,Qatar,FALSE
13-06-2017,Syria,China PR,2,2,FIFA World Cup qualification,Paya Rumput,Malaysia,TRUE
13-06-2017,Thailand,United Arab Emirates,1,1,FIFA World Cup qualification,Bangkok,Thailand,FALSE
29-08-2017,United Arab Emirates,Saudi Arabia,2,1,FIFA World Cup qualification,Al Ain,United Arab Emirates,FALSE
31-08-2017,Belgium,Gibraltar,9,0,FIFA World Cup qualification,Liège,Belgium,FALSE
31-08-2017,Brazil,Ecuador,2,0,FIFA World Cup qualification,Porto Alegre,Brazil,FALSE
31-08-2017,Bulgaria,Sweden,3,2,FIFA World Cup qualification,Sofia,Bulgaria,FALSE
31-08-2017,Chile,Paraguay,0,3,FIFA World Cup qualification,Santiago,Chile,FALSE
31-08-2017,China PR,Uzbekistan,1,0,FIFA World Cup qualification,Wuhan,China PR,FALSE
31-08-2017,Cyprus,Bosnia and Herzegovina,3,2,FIFA World Cup qualification,Nicosia,Cyprus,FALSE
31-08-2017,France,Netherlands,4,0,FIFA World Cup qualification,Saint-Denis,France,FALSE
31-08-2017,Greece,Estonia,0,0,FIFA World Cup qualification,Piraeus,Greece,FALSE
31-08-2017,Guinea,Libya,3,2,FIFA World Cup qualification,Conakry,Guinea,FALSE
31-08-2017,Hungary,Latvia,3,1,FIFA World Cup qualification,Budapest,Hungary,FALSE
31-08-2017,Japan,Australia,2,0,FIFA World Cup qualification,Saitama,Japan,FALSE
31-08-2017,South Korea,Iran,0,0,FIFA World Cup qualification,Seoul,South Korea,FALSE
31-08-2017,Luxembourg,Belarus,1,0,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE
31-08-2017,Peru,Bolivia,2,1,FIFA World Cup qualification,Lima,Peru,FALSE
31-08-2017,Portugal,Faroe Islands,5,1,FIFA World Cup qualification,Porto,Portugal,FALSE
31-08-2017,Switzerland,Andorra,3,0,FIFA World Cup qualification,St. Gallen,Switzerland,FALSE
31-08-2017,Syria,Qatar,3,1,FIFA World Cup qualification,Paya Rumput,Malaysia,TRUE
31-08-2017,Thailand,Iraq,1,2,FIFA World Cup qualification,Bangkok,Thailand,FALSE
31-08-2017,Uganda,Egypt,1,0,FIFA World Cup qualification,Kampala,Uganda,FALSE
31-08-2017,Uruguay,Argentina,0,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
31-08-2017,Venezuela,Colombia,0,0,FIFA World Cup qualification,San Cristóbal,Venezuela,FALSE
01-09-2017,Cape Verde,South Africa,2,1,FIFA World Cup qualification,Praia,Cape Verde,FALSE
01-09-2017,Czech Republic,Germany,1,2,FIFA World Cup qualification,Prague,Czech Republic,FALSE
01-09-2017,Denmark,Poland,4,0,FIFA World Cup qualification,Copenhagen,Denmark,FALSE
01-09-2017,Ghana,Congo,1,1,FIFA World Cup qualification,Kumasi,Ghana,FALSE
01-09-2017,Kazakhstan,Montenegro,0,3,FIFA World Cup qualification,Astana,Kazakhstan,FALSE
01-09-2017,Lithuania,Scotland,0,3,FIFA World Cup qualification,Vilnius,Lithuania,FALSE
01-09-2017,Malta,England,0,4,FIFA World Cup qualification,Attard,Malta,FALSE
01-09-2017,Mexico,Panama,1,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
01-09-2017,Morocco,Mali,6,0,FIFA World Cup qualification,Rabat,Morocco,FALSE
01-09-2017,New Zealand,Solomon Islands,6,1,FIFA World Cup qualification,Auckland,New Zealand,FALSE
01-09-2017,Nigeria,Cameroon,4,0,FIFA World Cup qualification,Uyo,Nigeria,FALSE
01-09-2017,Norway,Azerbaijan,2,0,FIFA World Cup qualification,Oslo,Norway,FALSE
01-09-2017,Romania,Armenia,1,0,FIFA World Cup qualification,Bucharest,Romania,FALSE
01-09-2017,San Marino,Northern Ireland,0,3,FIFA World Cup qualification,Serravalle,San Marino,FALSE
01-09-2017,Slovakia,Slovenia,1,0,FIFA World Cup qualification,Trnava,Slovakia,FALSE
01-09-2017,Trinidad and Tobago,Honduras,1,2,FIFA World Cup qualification,Couva,Trinidad and Tobago,FALSE
01-09-2017,Tunisia,DR Congo,2,1,FIFA World Cup qualification,Radès,Tunisia,FALSE
01-09-2017,United States,Costa Rica,0,2,FIFA World Cup qualification,Harrison,United States,FALSE
02-09-2017,Albania,Liechtenstein,2,0,FIFA World Cup qualification,Elbasan,Albania,FALSE
02-09-2017,Croatia,Kosovo,1,0,FIFA World Cup qualification,Zagreb,Croatia,FALSE
02-09-2017,Finland,Iceland,1,0,FIFA World Cup qualification,Tampere,Finland,FALSE
02-09-2017,Gabon,Ivory Coast,0,3,FIFA World Cup qualification,Franceville,Gabon,FALSE
02-09-2017,Georgia,Republic of Ireland,1,1,FIFA World Cup qualification,Tbilisi,Georgia,FALSE
02-09-2017,Israel,North Macedonia,0,1,FIFA World Cup qualification,Haifa,Israel,FALSE
02-09-2017,Senegal,Burkina Faso,0,0,FIFA World Cup qualification,Dakar,Senegal,FALSE
02-09-2017,Serbia,Moldova,3,0,FIFA World Cup qualification,Belgrade,Serbia,FALSE
02-09-2017,Spain,Italy,3,0,FIFA World Cup qualification,Madrid,Spain,FALSE
02-09-2017,Ukraine,Turkey,2,0,FIFA World Cup qualification,Kharkiv,Ukraine,FALSE
02-09-2017,Wales,Austria,1,0,FIFA World Cup qualification,Cardiff,Wales,FALSE
02-09-2017,Zambia,Algeria,3,1,FIFA World Cup qualification,Lusaka,Zambia,FALSE
03-09-2017,Belarus,Sweden,0,4,FIFA World Cup qualification,Barysaw,Belarus,FALSE
03-09-2017,Estonia,Cyprus,1,0,FIFA World Cup qualification,Tallinn,Estonia,FALSE
03-09-2017,Faroe Islands,Andorra,1,0,FIFA World Cup qualification,Tórshavn,Faroe Islands,FALSE
03-09-2017,France,Luxembourg,0,0,FIFA World Cup qualification,Toulouse,France,FALSE
03-09-2017,Gibraltar,Bosnia and Herzegovina,0,4,FIFA World Cup qualification,Faro,Portugal,TRUE
03-09-2017,Greece,Belgium,1,2,FIFA World Cup qualification,Piraeus,Greece,FALSE
03-09-2017,Hungary,Portugal,0,1,FIFA World Cup qualification,Budapest,Hungary,FALSE
03-09-2017,Latvia,Switzerland,0,3,FIFA World Cup qualification,Riga,Latvia,FALSE
03-09-2017,Netherlands,Bulgaria,3,1,FIFA World Cup qualification,Amsterdam,Netherlands,FALSE
04-09-2017,Armenia,Denmark,1,4,FIFA World Cup qualification,Yerevan,Armenia,FALSE
04-09-2017,Azerbaijan,San Marino,5,1,FIFA World Cup qualification,Baku,Azerbaijan,FALSE
04-09-2017,Cameroon,Nigeria,1,1,FIFA World Cup qualification,Yaoundé,Cameroon,FALSE
04-09-2017,England,Slovakia,2,1,FIFA World Cup qualification,London,England,FALSE
04-09-2017,Germany,Norway,6,0,FIFA World Cup qualification,Stuttgart,Germany,FALSE
04-09-2017,Libya,Guinea,1,0,FIFA World Cup qualification,Monastir,Tunisia,TRUE
04-09-2017,Montenegro,Romania,1,0,FIFA World Cup qualification,Podgorica,Montenegro,FALSE
04-09-2017,Northern Ireland,Czech Republic,2,0,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE
04-09-2017,Poland,Kazakhstan,3,0,FIFA World Cup qualification,Warsaw,Poland,FALSE
04-09-2017,Scotland,Malta,2,0,FIFA World Cup qualification,Glasgow,Scotland,FALSE
04-09-2017,Slovenia,Lithuania,4,0,FIFA World Cup qualification,Ljubljana,Slovenia,FALSE
05-09-2017,Algeria,Zambia,0,1,FIFA World Cup qualification,Constantine,Algeria,FALSE
05-09-2017,Argentina,Venezuela,1,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE
05-09-2017,Australia,Thailand,2,1,FIFA World Cup qualification,Melbourne,Australia,FALSE
05-09-2017,Austria,Georgia,1,1,FIFA World Cup qualification,Vienna,Austria,FALSE
05-09-2017,Bolivia,Chile,1,0,FIFA World Cup qualification,La Paz,Bolivia,FALSE
05-09-2017,Burkina Faso,Senegal,2,2,FIFA World Cup qualification,Ouagadougou,Burkina Faso,FALSE
05-09-2017,Colombia,Brazil,1,1,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
05-09-2017,Congo,Ghana,1,5,FIFA World Cup qualification,Brazzaville,Congo,FALSE
05-09-2017,DR Congo,Tunisia,2,2,FIFA World Cup qualification,Kinshasa,DR Congo,FALSE
05-09-2017,Costa Rica,Mexico,1,1,FIFA World Cup qualification,San José,Costa Rica,FALSE
05-09-2017,Ecuador,Peru,1,2,FIFA World Cup qualification,Quito,Ecuador,FALSE
05-09-2017,Egypt,Uganda,1,0,FIFA World Cup qualification,Alexandria,Egypt,FALSE
05-09-2017,Honduras,United States,1,1,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE
05-09-2017,Iceland,Ukraine,2,0,FIFA World Cup qualification,Reykjavík,Iceland,FALSE
05-09-2017,Iran,Syria,2,2,FIFA World Cup qualification,Tehran,Iran,FALSE
05-09-2017,Iraq,United Arab Emirates,1,0,FIFA World Cup qualification,Amman,Jordan,TRUE
05-09-2017,Republic of Ireland,Serbia,0,1,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
05-09-2017,Italy,Israel,1,0,FIFA World Cup qualification,Reggio Emilia,Italy,FALSE
