date,home_team,away_team,team,scorer,tournament,minute,own_goal,penalty
17-11-2015,Laos,South Korea,South Korea,Suk Hyun-jun,FIFA World Cup qualification,43,FALSE,FALSE
17-11-2015,Laos,South Korea,South Korea,Son Heung-min,FIFA World Cup qualification,67,FALSE,FALSE
17-11-2015,Malaysia,United Arab Emirates,United Arab Emirates,Omar Abdulrahman,FIFA World Cup qualification,22,FALSE,FALSE
17-11-2015,Malaysia,United Arab Emirates,United Arab Emirates,Ahmed Khalil,FIFA World Cup qualification,52,FALSE,FALSE
17-11-2015,Malaysia,United Arab Emirates,Malaysia,Baddrol Bakhtiar,FIFA World Cup qualification,59,FALSE,FALSE
17-11-2015,Mali,Botswana,Mali,Cheick Diabaté,FIFA World Cup qualification,10,FALSE,TRUE
17-11-2015,Mali,Botswana,Mali,Bakary Sako,FIFA World Cup qualification,30,FALSE,FALSE
17-11-2015,Nigeria,Eswatini,Nigeria,Moses Simon,FIFA World Cup qualification,51,FALSE,FALSE
17-11-2015,Nigeria,Eswatini,Nigeria,Efe Ambrose,FIFA World Cup qualification,87,FALSE,FALSE
17-11-2015,North Korea,Bahrain,North Korea,Pak Kwang-ryong,FIFA World Cup qualification,45,FALSE,TRUE
17-11-2015,North Korea,Bahrain,North Korea,Jong Il-gwan,FIFA World Cup qualification,90,FALSE,FALSE
17-11-2015,Panama,Costa Rica,Costa Rica,Bryan Ruiz,FIFA World Cup qualification,66,FALSE,FALSE
17-11-2015,Panama,Costa Rica,Costa Rica,Marco Ureña,FIFA World Cup qualification,69,FALSE,FALSE
17-11-2015,Panama,Costa Rica,Panama,Luis Tejada,FIFA World Cup qualification,71,FALSE,FALSE
17-11-2015,Paraguay,Bolivia,Bolivia,Yasmani Duk,FIFA World Cup qualification,59,FALSE,FALSE
17-11-2015,Paraguay,Bolivia,Paraguay,Darío Lezcano,FIFA World Cup qualification,61,FALSE,FALSE
17-11-2015,Paraguay,Bolivia,Paraguay,Lucas Barrios,FIFA World Cup qualification,64,FALSE,FALSE
17-11-2015,Rwanda,Libya,Libya,Mohamed El Monir,FIFA World Cup qualification,36,FALSE,FALSE
17-11-2015,Rwanda,Libya,Rwanda,Jacques Tuyisenge,FIFA World Cup qualification,45,FALSE,FALSE
17-11-2015,Rwanda,Libya,Libya,Mohamed Al Ghanodi,FIFA World Cup qualification,48,FALSE,FALSE
17-11-2015,Rwanda,Libya,Libya,Mohamed El Monir,FIFA World Cup qualification,90,FALSE,FALSE
17-11-2015,Saint Vincent and the Grenadines,Guatemala,Guatemala,Stefano Cincotta,FIFA World Cup qualification,23,FALSE,FALSE
17-11-2015,Saint Vincent and the Grenadines,Guatemala,Guatemala,Minor López,FIFA World Cup qualification,32,FALSE,FALSE
17-11-2015,Saint Vincent and the Grenadines,Guatemala,Guatemala,Dennis López,FIFA World Cup qualification,48,FALSE,FALSE
17-11-2015,Saint Vincent and the Grenadines,Guatemala,Guatemala,Gerson Tinoco,FIFA World Cup qualification,81,FALSE,FALSE
17-11-2015,Senegal,Madagascar,Senegal,Cheikhou Kouyaté,FIFA World Cup qualification,20,FALSE,FALSE
17-11-2015,Senegal,Madagascar,Senegal,Moussa Konaté,FIFA World Cup qualification,53,FALSE,FALSE
17-11-2015,Senegal,Madagascar,Senegal,Mame Biram Diouf,FIFA World Cup qualification,82,FALSE,FALSE
17-11-2015,Singapore,Syria,Syria,Omar Khribin,FIFA World Cup qualification,20,FALSE,FALSE
17-11-2015,Singapore,Syria,Singapore,Safuwan Baharudin,FIFA World Cup qualification,89,FALSE,TRUE
17-11-2015,Singapore,Syria,Syria,Omar Khribin,FIFA World Cup qualification,90,FALSE,FALSE
17-11-2015,Slovenia,Ukraine,Slovenia,Boštjan Cesar,UEFA Euro qualification,11,FALSE,FALSE
17-11-2015,Slovenia,Ukraine,Ukraine,Andriy Yarmolenko,UEFA Euro qualification,90,FALSE,FALSE
17-11-2015,South Africa,Angola,South Africa,Manucho Diniz,FIFA World Cup qualification,66,TRUE,FALSE
17-11-2015,Taiwan,Iraq,Iraq,Dhurgham Ismail,FIFA World Cup qualification,19,FALSE,FALSE
17-11-2015,Taiwan,Iraq,Iraq,Younis Mahmoud,FIFA World Cup qualification,85,FALSE,FALSE
17-11-2015,Timor-Leste,Saudi Arabia,Saudi Arabia,Mohammad Al-Sahlawi,FIFA World Cup qualification,29,FALSE,TRUE
17-11-2015,Timor-Leste,Saudi Arabia,Saudi Arabia,Osama Hawsawi,FIFA World Cup qualification,34,FALSE,FALSE
17-11-2015,Timor-Leste,Saudi Arabia,Saudi Arabia,Yahya Al-Shehri,FIFA World Cup qualification,35,FALSE,FALSE
17-11-2015,Timor-Leste,Saudi Arabia,Saudi Arabia,Mohammad Al-Sahlawi,FIFA World Cup qualification,42,FALSE,FALSE
17-11-2015,Timor-Leste,Saudi Arabia,Saudi Arabia,Mohammad Al-Sahlawi,FIFA World Cup qualification,55,FALSE,TRUE
17-11-2015,Timor-Leste,Saudi Arabia,Saudi Arabia,Mohammad Al-Sahlawi,FIFA World Cup qualification,70,FALSE,FALSE
17-11-2015,Timor-Leste,Saudi Arabia,Saudi Arabia,Taisir Al-Jassim,FIFA World Cup qualification,85,FALSE,FALSE
17-11-2015,Timor-Leste,Saudi Arabia,Saudi Arabia,Mohammad Al-Sahlawi,FIFA World Cup qualification,89,FALSE,FALSE
17-11-2015,Timor-Leste,Saudi Arabia,Saudi Arabia,Naif Hazazi,FIFA World Cup qualification,90,FALSE,FALSE
17-11-2015,Timor-Leste,Saudi Arabia,Saudi Arabia,Fahad Al-Muwallad,FIFA World Cup qualification,90,FALSE,FALSE
17-11-2015,Tunisia,Mauritania,Tunisia,Syam Ben Youssef,FIFA World Cup qualification,51,FALSE,FALSE
17-11-2015,Tunisia,Mauritania,Mauritania,Cheikh Moulaye Ahmed,FIFA World Cup qualification,71,FALSE,FALSE
17-11-2015,Tunisia,Mauritania,Tunisia,Saad Bguir,FIFA World Cup qualification,84,FALSE,FALSE
17-11-2015,Turkmenistan,Oman,Turkmenistan,Artur Geworkýan,FIFA World Cup qualification,40,FALSE,FALSE
17-11-2015,Turkmenistan,Oman,Turkmenistan,Süleýman Muhadow,FIFA World Cup qualification,67,FALSE,FALSE
17-11-2015,Turkmenistan,Oman,Oman,Mohammed Al-Ghassani,FIFA World Cup qualification,70,FALSE,FALSE
17-11-2015,Uruguay,Chile,Uruguay,Diego Godín,FIFA World Cup qualification,23,FALSE,FALSE
17-11-2015,Uruguay,Chile,Uruguay,Álvaro Pereira,FIFA World Cup qualification,61,FALSE,FALSE
17-11-2015,Uruguay,Chile,Uruguay,Martín Cáceres,FIFA World Cup qualification,65,FALSE,FALSE
17-11-2015,Venezuela,Ecuador,Ecuador,Fidel Martínez,FIFA World Cup qualification,15,FALSE,FALSE
17-11-2015,Venezuela,Ecuador,Ecuador,Jefferson Montero,FIFA World Cup qualification,23,FALSE,FALSE
17-11-2015,Venezuela,Ecuador,Ecuador,Felipe Caicedo,FIFA World Cup qualification,60,FALSE,FALSE
17-11-2015,Venezuela,Ecuador,Venezuela,Josef Martínez,FIFA World Cup qualification,84,FALSE,FALSE
17-11-2015,Yemen,Uzbekistan,Uzbekistan,Azizbek Haydarov,FIFA World Cup qualification,7,FALSE,FALSE
17-11-2015,Yemen,Uzbekistan,Uzbekistan,Server Djeparov,FIFA World Cup qualification,31,FALSE,FALSE
17-11-2015,Yemen,Uzbekistan,Uzbekistan,Stanislav Andreev,FIFA World Cup qualification,50,FALSE,FALSE
17-11-2015,Yemen,Uzbekistan,Yemen,Ahmed Al-Sarori,FIFA World Cup qualification,90,FALSE,FALSE
24-03-2016,Australia,Tajikistan,Australia,Massimo Luongo,FIFA World Cup qualification,3,FALSE,FALSE
24-03-2016,Australia,Tajikistan,Australia,Mile Jedinak,FIFA World Cup qualification,13,FALSE,TRUE
24-03-2016,Australia,Tajikistan,Australia,Mark Milligan,FIFA World Cup qualification,57,FALSE,TRUE
24-03-2016,Australia,Tajikistan,Australia,Nathan Burns,FIFA World Cup qualification,67,FALSE,FALSE
24-03-2016,Australia,Tajikistan,Australia,Tom Rogic,FIFA World Cup qualification,70,FALSE,FALSE
24-03-2016,Australia,Tajikistan,Australia,Tom Rogic,FIFA World Cup qualification,72,FALSE,FALSE
24-03-2016,Australia,Tajikistan,Australia,Nathan Burns,FIFA World Cup qualification,87,FALSE,FALSE
24-03-2016,Bahrain,Yemen,Bahrain,Ismail Abdullatif,FIFA World Cup qualification,32,FALSE,TRUE
24-03-2016,Bahrain,Yemen,Bahrain,Abdulwahab Al-Malood,FIFA World Cup qualification,63,FALSE,FALSE
24-03-2016,Bahrain,Yemen,Bahrain,Mohamed Al-Romaihi,FIFA World Cup qualification,90,FALSE,FALSE
24-03-2016,Bolivia,Colombia,Colombia,James Rodríguez,FIFA World Cup qualification,10,FALSE,FALSE
24-03-2016,Bolivia,Colombia,Colombia,Carlos Bacca,FIFA World Cup qualification,41,FALSE,FALSE
24-03-2016,Bolivia,Colombia,Bolivia,Juan Carlos Arce,FIFA World Cup qualification,50,FALSE,TRUE
24-03-2016,Bolivia,Colombia,Bolivia,Alejandro Chumacero,FIFA World Cup qualification,62,FALSE,FALSE
24-03-2016,Bolivia,Colombia,Colombia,Edwin Cardona,FIFA World Cup qualification,90,FALSE,FALSE
24-03-2016,Chile,Argentina,Chile,Felipe Gutiérrez,FIFA World Cup qualification,11,FALSE,FALSE
24-03-2016,Chile,Argentina,Argentina,Ángel Di María,FIFA World Cup qualification,20,FALSE,FALSE
24-03-2016,Chile,Argentina,Argentina,Gabriel Mercado,FIFA World Cup qualification,25,FALSE,FALSE
24-03-2016,China PR,Maldives,China PR,Jiang Ning,FIFA World Cup qualification,2,FALSE,FALSE
24-03-2016,China PR,Maldives,China PR,Yang Xu,FIFA World Cup qualification,12,FALSE,FALSE
24-03-2016,China PR,Maldives,China PR,Jiang Ning,FIFA World Cup qualification,84,FALSE,FALSE
24-03-2016,China PR,Maldives,China PR,Jiang Ning,FIFA World Cup qualification,90,FALSE,FALSE
24-03-2016,Ecuador,Paraguay,Ecuador,Enner Valencia,FIFA World Cup qualification,20,FALSE,FALSE
24-03-2016,Ecuador,Paraguay,Paraguay,Darío Lezcano,FIFA World Cup qualification,38,FALSE,FALSE
24-03-2016,Ecuador,Paraguay,Paraguay,Darío Lezcano,FIFA World Cup qualification,59,FALSE,FALSE
24-03-2016,Ecuador,Paraguay,Ecuador,Ángel Mena,FIFA World Cup qualification,90,FALSE,FALSE
24-03-2016,Iran,India,Iran,Ehsan Hajsafi,FIFA World Cup qualification,33,FALSE,TRUE
24-03-2016,Iran,India,Iran,Sardar Azmoun,FIFA World Cup qualification,61,FALSE,FALSE
24-03-2016,Iran,India,Iran,Ehsan Hajsafi,FIFA World Cup qualification,66,FALSE,TRUE
24-03-2016,Iran,India,Iran,Alireza Jahanbakhsh,FIFA World Cup qualification,78,FALSE,FALSE
24-03-2016,Iraq,Thailand,Thailand,Mongkol Tossakrai,FIFA World Cup qualification,39,FALSE,FALSE
24-03-2016,Iraq,Thailand,Iraq,Mahdi Kamel,FIFA World Cup qualification,66,FALSE,FALSE
24-03-2016,Iraq,Thailand,Thailand,Adisak Kraisorn,FIFA World Cup qualification,86,FALSE,FALSE
24-03-2016,Iraq,Thailand,Iraq,Ali Adnan Kadhim,FIFA World Cup qualification,90,FALSE,FALSE
24-03-2016,Japan,Afghanistan,Japan,Shinji Okazaki,FIFA World Cup qualification,43,FALSE,FALSE
24-03-2016,Japan,Afghanistan,Japan,Hiroshi Kiyotake,FIFA World Cup qualification,58,FALSE,FALSE
24-03-2016,Japan,Afghanistan,Japan,Sharif Mukhammad,FIFA World Cup qualification,63,TRUE,FALSE
24-03-2016,Japan,Afghanistan,Japan,Maya Yoshida,FIFA World Cup qualification,74,FALSE,FALSE
24-03-2016,Japan,Afghanistan,Japan,Mu Kanazaki,FIFA World Cup qualification,78,FALSE,FALSE
24-03-2016,Jordan,Bangladesh,Jordan,Hamza Al-Dardour,FIFA World Cup qualification,7,FALSE,FALSE
24-03-2016,Jordan,Bangladesh,Jordan,Hamza Al-Dardour,FIFA World Cup qualification,23,FALSE,FALSE
24-03-2016,Jordan,Bangladesh,Jordan,Abdallah Deeb,FIFA World Cup qualification,29,FALSE,TRUE
24-03-2016,Jordan,Bangladesh,Jordan,Yousef Al-Rawashdeh,FIFA World Cup qualification,32,FALSE,FALSE
24-03-2016,Jordan,Bangladesh,Jordan,Hamza Al-Dardour,FIFA World Cup qualification,40,FALSE,FALSE
24-03-2016,Jordan,Bangladesh,Jordan,Baha' Faisal,FIFA World Cup qualification,63,FALSE,FALSE
24-03-2016,Jordan,Bangladesh,Jordan,Yousef Al-Naber,FIFA World Cup qualification,82,FALSE,FALSE
24-03-2016,Jordan,Bangladesh,Jordan,Ahmed Samir,FIFA World Cup qualification,90,FALSE,TRUE
24-03-2016,Oman,Guam,Oman,Ahmed Mubarak Al-Mahaijri,FIFA World Cup qualification,53,FALSE,FALSE
24-03-2016,Peru,Venezuela,Venezuela,Rómulo Otero,FIFA World Cup qualification,33,FALSE,TRUE
24-03-2016,Peru,Venezuela,Venezuela,Mikel Villanueva,FIFA World Cup qualification,57,FALSE,FALSE
24-03-2016,Peru,Venezuela,Peru,Paolo Guerrero,FIFA World Cup qualification,61,FALSE,FALSE
24-03-2016,Peru,Venezuela,Peru,Raúl Ruidíaz,FIFA World Cup qualification,90,FALSE,FALSE
24-03-2016,Qatar,Hong Kong,Qatar,Hassan Al-Haydos,FIFA World Cup qualification,20,FALSE,FALSE
24-03-2016,Qatar,Hong Kong,Qatar,Sebastián Soria,FIFA World Cup qualification,87,FALSE,FALSE
24-03-2016,Saudi Arabia,Malaysia,Saudi Arabia,Mohammad Al-Sahlawi,FIFA World Cup qualification,50,FALSE,FALSE
24-03-2016,Saudi Arabia,Malaysia,Saudi Arabia,Taisir Al-Jassim,FIFA World Cup qualification,74,FALSE,FALSE
24-03-2016,South Korea,Lebanon,South Korea,Lee Jeong-hyeop,FIFA World Cup qualification,90,FALSE,FALSE
24-03-2016,Syria,Cambodia,Syria,Omar Khribin,FIFA World Cup qualification,7,FALSE,FALSE
24-03-2016,Syria,Cambodia,Syria,Omar Khribin,FIFA World Cup qualification,19,FALSE,FALSE
24-03-2016,Syria,Cambodia,Syria,Ahmad Kallasi,FIFA World Cup qualification,57,FALSE,FALSE
24-03-2016,Syria,Cambodia,Syria,Leng Makara,FIFA World Cup qualification,70,TRUE,FALSE
24-03-2016,Syria,Cambodia,Syria,Abdelrazaq Al Hussain,FIFA World Cup qualification,80,FALSE,FALSE
24-03-2016,Syria,Cambodia,Syria,Sanharib Malki,FIFA World Cup qualification,84,FALSE,FALSE
24-03-2016,United Arab Emirates,Palestine,United Arab Emirates,Ismail Al Hammadi,FIFA World Cup qualification,33,FALSE,FALSE
24-03-2016,United Arab Emirates,Palestine,United Arab Emirates,Ahmed Khalil,FIFA World Cup qualification,60,FALSE,TRUE
24-03-2016,Uzbekistan,Philippines,Uzbekistan,Anzur Ismailov,FIFA World Cup qualification,59,FALSE,FALSE
24-03-2016,Vietnam,Taiwan,Taiwan,Wu Chun-ching,FIFA World Cup qualification,7,FALSE,FALSE
24-03-2016,Vietnam,Taiwan,Vietnam,Lê Công Vinh,FIFA World Cup qualification,8,FALSE,FALSE
24-03-2016,Vietnam,Taiwan,Vietnam,Nguyễn Văn Toàn,FIFA World Cup qualification,29,FALSE,FALSE
24-03-2016,Vietnam,Taiwan,Vietnam,Nguyễn Văn Toàn,FIFA World Cup qualification,42,FALSE,FALSE
24-03-2016,Vietnam,Taiwan,Vietnam,Lê Công Vinh,FIFA World Cup qualification,90,FALSE,FALSE
25-03-2016,Brazil,Uruguay,Brazil,Douglas Costa,FIFA World Cup qualification,1,FALSE,FALSE
25-03-2016,Brazil,Uruguay,Brazil,Renato Augusto,FIFA World Cup qualification,25,FALSE,FALSE
25-03-2016,Brazil,Uruguay,Uruguay,Edinson Cavani,FIFA World Cup qualification,30,FALSE,FALSE
25-03-2016,Brazil,Uruguay,Uruguay,Luis Suárez,FIFA World Cup qualification,48,FALSE,FALSE
25-03-2016,Canada,Mexico,Mexico,Javier Hernández,FIFA World Cup qualification,32,FALSE,FALSE
25-03-2016,Canada,Mexico,Mexico,Hirving Lozano,FIFA World Cup qualification,40,FALSE,FALSE
25-03-2016,Canada,Mexico,Mexico,Jesús Manuel Corona,FIFA World Cup qualification,72,FALSE,FALSE
25-03-2016,El Salvador,Honduras,Honduras,Alberth Elis,FIFA World Cup qualification,19,FALSE,FALSE
25-03-2016,El Salvador,Honduras,El Salvador,Pablo Punyed,FIFA World Cup qualification,45,FALSE,FALSE
25-03-2016,El Salvador,Honduras,Honduras,Anthony Lozano,FIFA World Cup qualification,59,FALSE,FALSE
25-03-2016,El Salvador,Honduras,El Salvador,Nelson Bonilla,FIFA World Cup qualification,88,FALSE,FALSE
25-03-2016,Guatemala,United States,Guatemala,Rafael Morales,FIFA World Cup qualification,7,FALSE,FALSE
25-03-2016,Guatemala,United States,Guatemala,Carlos Ruiz,FIFA World Cup qualification,15,FALSE,FALSE
25-03-2016,Jamaica,Costa Rica,Jamaica,Je-Vaughn Watson,FIFA World Cup qualification,16,FALSE,FALSE
25-03-2016,Jamaica,Costa Rica,Costa Rica,Jhonny Acosta,FIFA World Cup qualification,67,FALSE,FALSE
25-03-2016,Saint Vincent and the Grenadines,Trinidad and Tobago,Saint Vincent and the Grenadines,Myron Samuel,FIFA World Cup qualification,45,FALSE,TRUE
25-03-2016,Saint Vincent and the Grenadines,Trinidad and Tobago,Trinidad and Tobago,Joevin Jones,FIFA World Cup qualification,58,FALSE,FALSE
25-03-2016,Saint Vincent and the Grenadines,Trinidad and Tobago,Trinidad and Tobago,Levi García,FIFA World Cup qualification,71,FALSE,FALSE
25-03-2016,Saint Vincent and the Grenadines,Trinidad and Tobago,Saint Vincent and the Grenadines,Shandel Samuel,FIFA World Cup qualification,77,FALSE,FALSE
25-03-2016,Saint Vincent and the Grenadines,Trinidad and Tobago,Trinidad and Tobago,Levi García,FIFA World Cup qualification,82,FALSE,FALSE
29-03-2016,Afghanistan,Singapore,Afghanistan,Khaibar Amani,FIFA World Cup qualification,39,FALSE,FALSE
29-03-2016,Afghanistan,Singapore,Afghanistan,Josef Shirdel,FIFA World Cup qualification,79,FALSE,FALSE
29-03-2016,Afghanistan,Singapore,Singapore,Fazrul Nawaz,FIFA World Cup qualification,89,FALSE,FALSE
29-03-2016,Argentina,Bolivia,Argentina,Gabriel Mercado,FIFA World Cup qualification,20,FALSE,FALSE
29-03-2016,Argentina,Bolivia,Argentina,Lionel Messi,FIFA World Cup qualification,30,FALSE,TRUE
29-03-2016,Australia,Jordan,Australia,Tim Cahill,FIFA World Cup qualification,24,FALSE,FALSE
29-03-2016,Australia,Jordan,Australia,Aaron Mooy,FIFA World Cup qualification,39,FALSE,FALSE
29-03-2016,Australia,Jordan,Australia,Tim Cahill,FIFA World Cup qualification,44,FALSE,FALSE
29-03-2016,Australia,Jordan,Australia,Tom Rogic,FIFA World Cup qualification,53,FALSE,FALSE
29-03-2016,Australia,Jordan,Australia,Massimo Luongo,FIFA World Cup qualification,69,FALSE,FALSE
29-03-2016,Australia,Jordan,Jordan,Abdallah Deeb,FIFA World Cup qualification,90,FALSE,FALSE
29-03-2016,China PR,Qatar,China PR,Huang Bowen,FIFA World Cup qualification,57,FALSE,FALSE
29-03-2016,China PR,Qatar,China PR,Wu Lei,FIFA World Cup qualification,88,FALSE,FALSE
29-03-2016,Colombia,Ecuador,Colombia,Carlos Bacca,FIFA World Cup qualification,15,FALSE,FALSE
29-03-2016,Colombia,Ecuador,Colombia,Sebastián Pérez Cardona,FIFA World Cup qualification,48,FALSE,FALSE
29-03-2016,Colombia,Ecuador,Colombia,Carlos Bacca,FIFA World Cup qualification,67,FALSE,FALSE
29-03-2016,Colombia,Ecuador,Ecuador,Michael Arroyo,FIFA World Cup qualification,90,FALSE,FALSE
29-03-2016,Costa Rica,Jamaica,Costa Rica,Celso Borges,FIFA World Cup qualification,7,FALSE,FALSE
29-03-2016,Costa Rica,Jamaica,Costa Rica,Bryan Ruiz,FIFA World Cup qualification,37,FALSE,FALSE
29-03-2016,Costa Rica,Jamaica,Costa Rica,Johan Venegas,FIFA World Cup qualification,76,FALSE,FALSE
29-03-2016,Honduras,El Salvador,Honduras,Boniek García,FIFA World Cup qualification,52,FALSE,FALSE
29-03-2016,Honduras,El Salvador,Honduras,Romell Quioto,FIFA World Cup qualification,90,FALSE,FALSE
29-03-2016,India,Turkmenistan,India,Sandesh Jhingan,FIFA World Cup qualification,26,FALSE,FALSE
29-03-2016,India,Turkmenistan,Turkmenistan,Arslanmyrat Amanow,FIFA World Cup qualification,48,FALSE,FALSE
29-03-2016,India,Turkmenistan,Turkmenistan,Serdaraly Ataýew,FIFA World Cup qualification,70,FALSE,FALSE
29-03-2016,Iran,Oman,Iran,Sardar Azmoun,FIFA World Cup qualification,16,FALSE,FALSE
29-03-2016,Iran,Oman,Iran,Sardar Azmoun,FIFA World Cup qualification,23,FALSE,FALSE
29-03-2016,Iraq,Vietnam,Iraq,Mohannad Abdul-Raheem,FIFA World Cup qualification,45,FALSE,FALSE
29-03-2016,Japan,Syria,Japan,Hamdi Al Masri,FIFA World Cup qualification,17,TRUE,FALSE
29-03-2016,Japan,Syria,Japan,Shinji Kagawa,FIFA World Cup qualification,66,FALSE,FALSE
29-03-2016,Japan,Syria,Japan,Keisuke Honda,FIFA World Cup qualification,86,FALSE,FALSE
29-03-2016,Japan,Syria,Japan,Shinji Kagawa,FIFA World Cup qualification,90,FALSE,FALSE
29-03-2016,Japan,Syria,Japan,Genki Haraguchi,FIFA World Cup qualification,90,FALSE,FALSE
29-03-2016,Lebanon,Myanmar,Myanmar,Aung Thu,FIFA World Cup qualification,73,FALSE,FALSE
29-03-2016,Lebanon,Myanmar,Lebanon,Hilal El-Helwe,FIFA World Cup qualification,88,FALSE,FALSE
29-03-2016,Maldives,Bhutan,Bhutan,Chencho Gyeltshen,FIFA World Cup qualification,7,FALSE,FALSE
29-03-2016,Maldives,Bhutan,Maldives,Asadhulla Abdulla,FIFA World Cup qualification,37,FALSE,FALSE
29-03-2016,Maldives,Bhutan,Bhutan,Tshering Dorji,FIFA World Cup qualification,48,FALSE,TRUE
29-03-2016,Maldives,Bhutan,Maldives,Ali Ashfaq,FIFA World Cup qualification,81,FALSE,TRUE
29-03-2016,Maldives,Bhutan,Maldives,Ahmed Niyaz,FIFA World Cup qualification,87,FALSE,FALSE
29-03-2016,Maldives,Bhutan,Maldives,Ali Ashfaq,FIFA World Cup qualification,90,FALSE,FALSE
29-03-2016,Mexico,Canada,Mexico,Andrés Guardado,FIFA World Cup qualification,17,FALSE,TRUE
29-03-2016,Mexico,Canada,Mexico,Jesús Manuel Corona,FIFA World Cup qualification,45,FALSE,FALSE
29-03-2016,Palestine,Timor-Leste,Palestine,Jaka Ihbeisheh,FIFA World Cup qualification,2,FALSE,FALSE
29-03-2016,Palestine,Timor-Leste,Palestine,Jonathan Cantillana,FIFA World Cup qualification,18,FALSE,FALSE
29-03-2016,Palestine,Timor-Leste,Palestine,Yashir Pinto,FIFA World Cup qualification,32,FALSE,FALSE
29-03-2016,Palestine,Timor-Leste,Palestine,Yashir Pinto,FIFA World Cup qualification,39,FALSE,FALSE
29-03-2016,Palestine,Timor-Leste,Palestine,Jonathan Cantillana,FIFA World Cup qualification,66,FALSE,FALSE
29-03-2016,Palestine,Timor-Leste,Palestine,Ahmed Awad,FIFA World Cup qualification,77,FALSE,FALSE
29-03-2016,Palestine,Timor-Leste,Palestine,Abdelatif Bahdari,FIFA World Cup qualification,90,FALSE,FALSE
29-03-2016,Panama,Haiti,Panama,Felipe Baloy,FIFA World Cup qualification,81,FALSE,FALSE
29-03-2016,Paraguay,Brazil,Paraguay,Darío Lezcano,FIFA World Cup qualification,40,FALSE,FALSE
29-03-2016,Paraguay,Brazil,Paraguay,Édgar Benítez,FIFA World Cup qualification,49,FALSE,FALSE
29-03-2016,Paraguay,Brazil,Brazil,Ricardo Oliveira,FIFA World Cup qualification,79,FALSE,FALSE
29-03-2016,Paraguay,Brazil,Brazil,Dani Alves,FIFA World Cup qualification,90,FALSE,FALSE
29-03-2016,Philippines,North Korea,Philippines,Misagh Bahadoran,FIFA World Cup qualification,43,FALSE,FALSE
29-03-2016,Philippines,North Korea,North Korea,So Kyong-jin,FIFA World Cup qualification,45,FALSE,FALSE
29-03-2016,Philippines,North Korea,North Korea,Ri Hyok-chol,FIFA World Cup qualification,48,FALSE,FALSE
29-03-2016,Philippines,North Korea,Philippines,Manuel Ott,FIFA World Cup qualification,84,FALSE,FALSE
29-03-2016,Philippines,North Korea,Philippines,Iain Ramsay,FIFA World Cup qualification,90,FALSE,FALSE
29-03-2016,Tajikistan,Kyrgyzstan,Kyrgyzstan,Vitalij Lux,FIFA World Cup qualification,18,FALSE,FALSE
