date,home_team,away_team,team,scorer,tournament,minute,own_goal,penalty
24-03-2022,Portugal,Turkey,Portugal,Diogo Jota,FIFA World Cup qualification,42,FALSE,FALSE
24-03-2022,Portugal,Turkey,Turkey,Burak Yılmaz,FIFA World Cup qualification,65,FALSE,FALSE
24-03-2022,Portugal,Turkey,Portugal,Matheus Nunes,FIFA World Cup qualification,90,FALSE,FALSE
24-03-2022,Solomon Islands,Tahiti,Solomon Islands,Raphael Lea'i,FIFA World Cup qualification,20,FALSE,FALSE
24-03-2022,Solomon Islands,Tahiti,Tahiti,Alvin Tehau,FIFA World Cup qualification,26,FALSE,FALSE
24-03-2022,Solomon Islands,Tahiti,Solomon Islands,Raphael Lea'i,FIFA World Cup qualification,52,FALSE,FALSE
24-03-2022,Solomon Islands,Tahiti,Solomon Islands,Raphael Lea'i,FIFA World Cup qualification,90,FALSE,FALSE
24-03-2022,South Korea,Iran,South Korea,Son Heung-min,FIFA World Cup qualification,45,FALSE,FALSE
24-03-2022,South Korea,Iran,South Korea,Kim Young-gwon,FIFA World Cup qualification,62,FALSE,FALSE
24-03-2022,Sweden,Czech Republic,Sweden,Robin Quaison,FIFA World Cup qualification,110,FALSE,FALSE
24-03-2022,Uruguay,Peru,Uruguay,Giorgian de Arrascaeta,FIFA World Cup qualification,42,FALSE,FALSE
24-03-2022,Vietnam,Oman,Oman,Khalid Al-Hajri,FIFA World Cup qualification,65,FALSE,FALSE
24-03-2022,Wales,Austria,Wales,Gareth Bale,FIFA World Cup qualification,25,FALSE,FALSE
24-03-2022,Wales,Austria,Wales,Gareth Bale,FIFA World Cup qualification,51,FALSE,FALSE
24-03-2022,Wales,Austria,Austria,Marcel Sabitzer,FIFA World Cup qualification,65,FALSE,FALSE
25-03-2022,Argentina,Venezuela,Argentina,Nicolás González,FIFA World Cup qualification,34,FALSE,FALSE
25-03-2022,Argentina,Venezuela,Argentina,Ángel Di María,FIFA World Cup qualification,79,FALSE,FALSE
25-03-2022,Argentina,Venezuela,Argentina,Lionel Messi,FIFA World Cup qualification,82,FALSE,FALSE
25-03-2022,Cameroon,Algeria,Algeria,Islam Slimani,FIFA World Cup qualification,40,FALSE,FALSE
25-03-2022,DR Congo,Morocco,DR Congo,Yoane Wissa,FIFA World Cup qualification,12,FALSE,FALSE
25-03-2022,DR Congo,Morocco,Morocco,Tarik Tissoudali,FIFA World Cup qualification,76,FALSE,FALSE
25-03-2022,Egypt,Senegal,Egypt,Saliou Ciss,FIFA World Cup qualification,4,TRUE,FALSE
25-03-2022,Mali,Tunisia,Tunisia,Moussa Sissako,FIFA World Cup qualification,36,TRUE,FALSE
27-03-2022,Canada,Jamaica,Canada,Cyle Larin,FIFA World Cup qualification,13,FALSE,FALSE
27-03-2022,Canada,Jamaica,Canada,Tajon Buchanan,FIFA World Cup qualification,44,FALSE,FALSE
27-03-2022,Canada,Jamaica,Canada,Junior Hoilett,FIFA World Cup qualification,83,FALSE,FALSE
27-03-2022,Canada,Jamaica,Canada,Adrian Mariappa,FIFA World Cup qualification,88,TRUE,FALSE
27-03-2022,El Salvador,Costa Rica,Costa Rica,Anthony Contreras,FIFA World Cup qualification,30,FALSE,FALSE
27-03-2022,El Salvador,Costa Rica,El Salvador,Cristian Gil,FIFA World Cup qualification,31,FALSE,FALSE
27-03-2022,El Salvador,Costa Rica,Costa Rica,Joel Campbell,FIFA World Cup qualification,45,FALSE,FALSE
27-03-2022,Honduras,Mexico,Mexico,Edson Álvarez,FIFA World Cup qualification,70,FALSE,FALSE
27-03-2022,New Zealand,Tahiti,New Zealand,Liberato Cacace,FIFA World Cup qualification,71,FALSE,FALSE
27-03-2022,Solomon Islands,Papua New Guinea,Papua New Guinea,Alwin Komolong,FIFA World Cup qualification,24,FALSE,FALSE
27-03-2022,Solomon Islands,Papua New Guinea,Solomon Islands,Alwin Hou,FIFA World Cup qualification,33,FALSE,FALSE
27-03-2022,Solomon Islands,Papua New Guinea,Solomon Islands,Alwin Hou,FIFA World Cup qualification,66,FALSE,FALSE
27-03-2022,Solomon Islands,Papua New Guinea,Solomon Islands,Raphael Lea'i,FIFA World Cup qualification,71,FALSE,FALSE
27-03-2022,Solomon Islands,Papua New Guinea,Papua New Guinea,Ati Kepo,FIFA World Cup qualification,88,FALSE,FALSE
27-03-2022,United States,Panama,United States,Christian Pulisic,FIFA World Cup qualification,17,FALSE,TRUE
27-03-2022,United States,Panama,United States,Paul Arriola,FIFA World Cup qualification,23,FALSE,FALSE
27-03-2022,United States,Panama,United States,Jesús Ferreira,FIFA World Cup qualification,27,FALSE,FALSE
27-03-2022,United States,Panama,United States,Christian Pulisic,FIFA World Cup qualification,45,FALSE,TRUE
27-03-2022,United States,Panama,United States,Christian Pulisic,FIFA World Cup qualification,65,FALSE,FALSE
27-03-2022,United States,Panama,Panama,Aníbal Godoy,FIFA World Cup qualification,86,FALSE,FALSE
29-03-2022,Algeria,Cameroon,Cameroon,Eric Maxim Choupo-Moting,FIFA World Cup qualification,22,FALSE,FALSE
29-03-2022,Algeria,Cameroon,Algeria,Ahmed Touba,FIFA World Cup qualification,118,FALSE,FALSE
29-03-2022,Algeria,Cameroon,Cameroon,Karl Toko Ekambi,FIFA World Cup qualification,120,FALSE,FALSE
29-03-2022,Bolivia,Brazil,Brazil,Lucas Paquetá,FIFA World Cup qualification,24,FALSE,FALSE
29-03-2022,Bolivia,Brazil,Brazil,Richarlison,FIFA World Cup qualification,45,FALSE,FALSE
29-03-2022,Bolivia,Brazil,Brazil,Bruno Guimarães,FIFA World Cup qualification,66,FALSE,FALSE
29-03-2022,Bolivia,Brazil,Brazil,Richarlison,FIFA World Cup qualification,90,FALSE,FALSE
29-03-2022,Chile,Uruguay,Uruguay,Luis Suárez,FIFA World Cup qualification,79,FALSE,FALSE
29-03-2022,Chile,Uruguay,Uruguay,Federico Valverde,FIFA World Cup qualification,90,FALSE,FALSE
29-03-2022,Cyprus,Estonia,Cyprus,Marinos Tzionis,UEFA Nations League,19,FALSE,FALSE
29-03-2022,Cyprus,Estonia,Cyprus,Pieros Sotiriou,UEFA Nations League,51,FALSE,FALSE
29-03-2022,Ecuador,Argentina,Argentina,Julián Álvarez,FIFA World Cup qualification,24,FALSE,FALSE
29-03-2022,Ecuador,Argentina,Ecuador,Enner Valencia,FIFA World Cup qualification,90,FALSE,FALSE
29-03-2022,Iran,Lebanon,Iran,Sardar Azmoun,FIFA World Cup qualification,35,FALSE,FALSE
29-03-2022,Iran,Lebanon,Iran,Alireza Jahanbakhsh,FIFA World Cup qualification,72,FALSE,FALSE
29-03-2022,Japan,Vietnam,Vietnam,Nguyễn Thanh Bình,FIFA World Cup qualification,19,FALSE,FALSE
29-03-2022,Japan,Vietnam,Japan,Maya Yoshida,FIFA World Cup qualification,55,FALSE,FALSE
29-03-2022,Kazakhstan,Moldova,Moldova,Igor Armaș,UEFA Nations League,13,FALSE,FALSE
29-03-2022,Morocco,DR Congo,Morocco,Azzedine Ounahi,FIFA World Cup qualification,21,FALSE,FALSE
29-03-2022,Morocco,DR Congo,Morocco,Tarik Tissoudali,FIFA World Cup qualification,45,FALSE,FALSE
29-03-2022,Morocco,DR Congo,Morocco,Azzedine Ounahi,FIFA World Cup qualification,54,FALSE,FALSE
29-03-2022,Morocco,DR Congo,Morocco,Achraf Hakimi,FIFA World Cup qualification,69,FALSE,FALSE
29-03-2022,Morocco,DR Congo,DR Congo,Ben Malango,FIFA World Cup qualification,77,FALSE,FALSE
29-03-2022,Nigeria,Ghana,Ghana,Thomas Partey,FIFA World Cup qualification,10,FALSE,FALSE
29-03-2022,Nigeria,Ghana,Nigeria,William Troost-Ekong,FIFA World Cup qualification,22,FALSE,TRUE
29-03-2022,Oman,China PR,Oman,Arshad Al-Alawi,FIFA World Cup qualification,12,FALSE,FALSE
29-03-2022,Oman,China PR,Oman,Abdullah Fawaz,FIFA World Cup qualification,74,FALSE,FALSE
29-03-2022,Peru,Paraguay,Peru,Gianluca Lapadula,FIFA World Cup qualification,5,FALSE,FALSE
29-03-2022,Peru,Paraguay,Peru,Yoshimar Yotún,FIFA World Cup qualification,42,FALSE,FALSE
29-03-2022,Poland,Sweden,Poland,Robert Lewandowski,FIFA World Cup qualification,49,FALSE,TRUE
29-03-2022,Poland,Sweden,Poland,Piotr Zieliński,FIFA World Cup qualification,72,FALSE,FALSE
29-03-2022,Portugal,North Macedonia,Portugal,Bruno Fernandes,FIFA World Cup qualification,32,FALSE,FALSE
29-03-2022,Portugal,North Macedonia,Portugal,Bruno Fernandes,FIFA World Cup qualification,65,FALSE,FALSE
29-03-2022,Saudi Arabia,Australia,Saudi Arabia,Salem Al-Dawsari,FIFA World Cup qualification,65,FALSE,TRUE
29-03-2022,Senegal,Egypt,Senegal,Boulaye Dia,FIFA World Cup qualification,3,FALSE,FALSE
29-03-2022,Syria,Iraq,Syria,Alaa Al Dali,FIFA World Cup qualification,3,FALSE,FALSE
29-03-2022,Syria,Iraq,Iraq,Aymen Hussein,FIFA World Cup qualification,31,FALSE,FALSE
29-03-2022,United Arab Emirates,South Korea,United Arab Emirates,Harib Al-Maazmi,FIFA World Cup qualification,54,FALSE,FALSE
29-03-2022,Venezuela,Colombia,Colombia,James Rodríguez,FIFA World Cup qualification,45,FALSE,TRUE
30-03-2022,Costa Rica,United States,Costa Rica,Juan Pablo Vargas,FIFA World Cup qualification,51,FALSE,FALSE
30-03-2022,Costa Rica,United States,Costa Rica,Anthony Contreras,FIFA World Cup qualification,59,FALSE,FALSE
30-03-2022,Jamaica,Honduras,Honduras,Ángel Tejeda,FIFA World Cup qualification,18,FALSE,TRUE
30-03-2022,Jamaica,Honduras,Jamaica,Leon Bailey,FIFA World Cup qualification,39,FALSE,TRUE
30-03-2022,Jamaica,Honduras,Jamaica,Ravel Morrison,FIFA World Cup qualification,45,FALSE,FALSE
30-03-2022,Mexico,El Salvador,Mexico,Uriel Antuna,FIFA World Cup qualification,17,FALSE,FALSE
30-03-2022,Mexico,El Salvador,Mexico,Raúl Jiménez,FIFA World Cup qualification,43,FALSE,TRUE
30-03-2022,Panama,Canada,Panama,Gabriel Torres,FIFA World Cup qualification,49,FALSE,FALSE
30-03-2022,Solomon Islands,New Zealand,New Zealand,Bill Tuiloma,FIFA World Cup qualification,23,FALSE,FALSE
30-03-2022,Solomon Islands,New Zealand,New Zealand,Chris Wood,FIFA World Cup qualification,39,FALSE,FALSE
30-03-2022,Solomon Islands,New Zealand,New Zealand,Joe Bell,FIFA World Cup qualification,50,FALSE,FALSE
30-03-2022,Solomon Islands,New Zealand,New Zealand,Bill Tuiloma,FIFA World Cup qualification,70,FALSE,FALSE
30-03-2022,Solomon Islands,New Zealand,New Zealand,Matthew Garbett,FIFA World Cup qualification,90,FALSE,FALSE
01-06-2022,Poland,Wales,Wales,Jonny Williams,UEFA Nations League,52,FALSE,FALSE
01-06-2022,Poland,Wales,Poland,Jakub Kamiński,UEFA Nations League,72,FALSE,FALSE
01-06-2022,Poland,Wales,Poland,Karol Świderski,UEFA Nations League,85,FALSE,FALSE
01-06-2022,Scotland,Ukraine,Ukraine,Andriy Yarmolenko,FIFA World Cup qualification,33,FALSE,FALSE
01-06-2022,Scotland,Ukraine,Ukraine,Roman Yaremchuk,FIFA World Cup qualification,49,FALSE,FALSE
01-06-2022,Scotland,Ukraine,Scotland,Callum McGregor,FIFA World Cup qualification,79,FALSE,FALSE
01-06-2022,Scotland,Ukraine,Ukraine,Artem Dovbyk,FIFA World Cup qualification,90,FALSE,FALSE
02-06-2022,Bulgaria,North Macedonia,Bulgaria,Kiril Despodov,UEFA Nations League,13,FALSE,FALSE
02-06-2022,Bulgaria,North Macedonia,North Macedonia,Milan Ristovski,UEFA Nations League,50,FALSE,FALSE
02-06-2022,Cyprus,Kosovo,Kosovo,Valon Berisha,UEFA Nations League,65,FALSE,FALSE
02-06-2022,Cyprus,Kosovo,Kosovo,Edon Zhegrova,UEFA Nations League,78,FALSE,FALSE
02-06-2022,Czech Republic,Switzerland,Czech Republic,Jan Kuchta,UEFA Nations League,11,FALSE,FALSE
02-06-2022,Czech Republic,Switzerland,Switzerland,Noah Okafor,UEFA Nations League,44,FALSE,FALSE
02-06-2022,Czech Republic,Switzerland,Czech Republic,Djibril Sow,UEFA Nations League,58,TRUE,FALSE
02-06-2022,Estonia,San Marino,Estonia,Robert Kirss,UEFA Nations League,24,FALSE,FALSE
02-06-2022,Estonia,San Marino,Estonia,Joonas Tamm,UEFA Nations League,32,FALSE,FALSE
02-06-2022,Georgia,Gibraltar,Georgia,Khvicha Kvaratskhelia,UEFA Nations League,12,FALSE,FALSE
02-06-2022,Georgia,Gibraltar,Georgia,Guram Kashia,UEFA Nations League,33,FALSE,FALSE
02-06-2022,Georgia,Gibraltar,Georgia,Georges Mikautadze,UEFA Nations League,87,FALSE,FALSE
02-06-2022,Georgia,Gibraltar,Georgia,Valeri Qazaishvili,UEFA Nations League,88,FALSE,FALSE
02-06-2022,Israel,Iceland,Israel,Liel Abada,UEFA Nations League,25,FALSE,FALSE
02-06-2022,Israel,Iceland,Iceland,Þórir Jóhann Helgason,UEFA Nations League,42,FALSE,FALSE
02-06-2022,Israel,Iceland,Iceland,Arnór Sigurðsson,UEFA Nations League,53,FALSE,FALSE
02-06-2022,Israel,Iceland,Israel,Shon Weissman,UEFA Nations League,84,FALSE,FALSE
02-06-2022,Northern Ireland,Greece,Greece,Tasos Bakasetas,UEFA Nations League,39,FALSE,FALSE
02-06-2022,Serbia,Norway,Norway,Erling Haaland,UEFA Nations League,26,FALSE,FALSE
02-06-2022,Slovenia,Sweden,Sweden,Emil Forsberg,UEFA Nations League,39,FALSE,TRUE
02-06-2022,Slovenia,Sweden,Sweden,Dejan Kulusevski,UEFA Nations League,88,FALSE,FALSE
02-06-2022,Spain,Portugal,Spain,Álvaro Morata,UEFA Nations League,25,FALSE,FALSE
02-06-2022,Spain,Portugal,Portugal,Ricardo Horta,UEFA Nations League,82,FALSE,FALSE
03-06-2022,Belarus,Slovakia,Slovakia,Tomáš Suslov,UEFA Nations League,61,FALSE,FALSE
03-06-2022,Belgium,Netherlands,Netherlands,Steven Bergwijn,UEFA Nations League,40,FALSE,FALSE
03-06-2022,Belgium,Netherlands,Netherlands,Memphis Depay,UEFA Nations League,51,FALSE,FALSE
03-06-2022,Belgium,Netherlands,Netherlands,Denzel Dumfries,UEFA Nations League,61,FALSE,FALSE
03-06-2022,Belgium,Netherlands,Netherlands,Memphis Depay,UEFA Nations League,65,FALSE,FALSE
03-06-2022,Belgium,Netherlands,Belgium,Michy Batshuayi,UEFA Nations League,90,FALSE,FALSE
03-06-2022,Croatia,Austria,Austria,Marko Arnautović,UEFA Nations League,41,FALSE,FALSE
03-06-2022,Croatia,Austria,Austria,Michael Gregoritsch,UEFA Nations League,54,FALSE,FALSE
03-06-2022,Croatia,Austria,Austria,Marcel Sabitzer,UEFA Nations League,57,FALSE,FALSE
03-06-2022,France,Denmark,France,Karim Benzema,UEFA Nations League,51,FALSE,FALSE
03-06-2022,France,Denmark,Denmark,Andreas Cornelius,UEFA Nations League,68,FALSE,FALSE
03-06-2022,France,Denmark,Denmark,Andreas Cornelius,UEFA Nations League,88,FALSE,FALSE
03-06-2022,Kazakhstan,Azerbaijan,Kazakhstan,Abat Aymbetov,UEFA Nations League,50,FALSE,FALSE
03-06-2022,Kazakhstan,Azerbaijan,Kazakhstan,Abat Aymbetov,UEFA Nations League,60,FALSE,FALSE
03-06-2022,Latvia,Andorra,Latvia,Roberts Uldriķis,UEFA Nations League,9,FALSE,FALSE
03-06-2022,Latvia,Andorra,Latvia,Roberts Uldriķis,UEFA Nations League,77,FALSE,FALSE
03-06-2022,Latvia,Andorra,Latvia,Jānis Ikaunieks,UEFA Nations League,85,FALSE,TRUE
03-06-2022,Liechtenstein,Moldova,Moldova,Ion Nicolaescu,UEFA Nations League,5,FALSE,TRUE
03-06-2022,Liechtenstein,Moldova,Moldova,Vadim Bolohan,UEFA Nations League,90,FALSE,FALSE
04-06-2022,Armenia,Republic of Ireland,Armenia,Eduard Spertsyan,UEFA Nations League,74,FALSE,FALSE
04-06-2022,Finland,Bosnia and Herzegovina,Finland,Teemu Pukki,UEFA Nations League,45,FALSE,TRUE
04-06-2022,Finland,Bosnia and Herzegovina,Bosnia and Herzegovina,Smail Prevljak,UEFA Nations League,90,FALSE,FALSE
04-06-2022,Hungary,England,Hungary,Dominik Szoboszlai,UEFA Nations League,66,FALSE,TRUE
04-06-2022,Italy,Germany,Italy,Lorenzo Pellegrini,UEFA Nations League,70,FALSE,FALSE
04-06-2022,Italy,Germany,Germany,Joshua Kimmich,UEFA Nations League,73,FALSE,FALSE
04-06-2022,Lithuania,Luxembourg,Luxembourg,Danel Sinani,UEFA Nations League,44,FALSE,FALSE
04-06-2022,Lithuania,Luxembourg,Luxembourg,Danel Sinani,UEFA Nations League,78,FALSE,FALSE
04-06-2022,Montenegro,Romania,Montenegro,Stefan Mugoša,UEFA Nations League,66,FALSE,FALSE
04-06-2022,Montenegro,Romania,Montenegro,Marko Vukčević,UEFA Nations League,87,FALSE,FALSE
04-06-2022,Turkey,Faroe Islands,Turkey,Cengiz Ünder,UEFA Nations League,37,FALSE,FALSE
04-06-2022,Turkey,Faroe Islands,Turkey,Halil Dervişoğlu,UEFA Nations League,47,FALSE,FALSE
04-06-2022,Turkey,Faroe Islands,Turkey,Serdar Dursun,UEFA Nations League,82,FALSE,FALSE
04-06-2022,Turkey,Faroe Islands,Turkey,Merih Demiral,UEFA Nations League,85,FALSE,FALSE
05-06-2022,Bulgaria,Georgia,Georgia,Zuriko Davitashvili,UEFA Nations League,4,FALSE,FALSE
05-06-2022,Bulgaria,Georgia,Georgia,Andrea Hristov,UEFA Nations League,31,TRUE,FALSE
05-06-2022,Bulgaria,Georgia,Bulgaria,Atanas Iliev,UEFA Nations League,50,FALSE,FALSE
05-06-2022,Bulgaria,Georgia,Georgia,Budu Zivzivadze,UEFA Nations League,52,FALSE,FALSE
05-06-2022,Bulgaria,Georgia,Georgia,Khvicha Kvaratskhelia,UEFA Nations League,58,FALSE,TRUE
05-06-2022,Bulgaria,Georgia,Georgia,Valeri Qazaishvili,UEFA Nations League,69,FALSE,FALSE
05-06-2022,Bulgaria,Georgia,Bulgaria,Iliyan Stefanov,UEFA Nations League,83,FALSE,FALSE
05-06-2022,Czech Republic,Spain,Czech Republic,Jakub Pešek,UEFA Nations League,4,FALSE,FALSE
05-06-2022,Czech Republic,Spain,Spain,Gavi,UEFA Nations League,45,FALSE,FALSE
05-06-2022,Czech Republic,Spain,Czech Republic,Jan Kuchta,UEFA Nations League,66,FALSE,FALSE
05-06-2022,Czech Republic,Spain,Spain,Iñigo Martínez,UEFA Nations League,90,FALSE,FALSE
05-06-2022,Gibraltar,North Macedonia,North Macedonia,Enis Bardhi,UEFA Nations League,21,FALSE,FALSE
05-06-2022,Gibraltar,North Macedonia,North Macedonia,Boban Nikolov,UEFA Nations League,84,FALSE,FALSE
05-06-2022,Kosovo,Greece,Greece,Tasos Bakasetas,UEFA Nations League,36,FALSE,FALSE
05-06-2022,Portugal,Switzerland,Portugal,William Carvalho,UEFA Nations League,15,FALSE,FALSE
05-06-2022,Portugal,Switzerland,Portugal,Cristiano Ronaldo,UEFA Nations League,35,FALSE,FALSE
05-06-2022,Portugal,Switzerland,Portugal,Cristiano Ronaldo,UEFA Nations League,39,FALSE,FALSE
05-06-2022,Portugal,Switzerland,Portugal,João Cancelo,UEFA Nations League,68,FALSE,FALSE
05-06-2022,San Marino,Malta,Malta,Jan Busuttil,UEFA Nations League,59,FALSE,FALSE
05-06-2022,San Marino,Malta,Malta,Matthew Guillaumier,UEFA Nations League,75,FALSE,FALSE
05-06-2022,Serbia,Slovenia,Serbia,Aleksandar Mitrović,UEFA Nations League,24,FALSE,FALSE
05-06-2022,Serbia,Slovenia,Slovenia,Petar Stojanović,UEFA Nations League,30,FALSE,FALSE
05-06-2022,Serbia,Slovenia,Serbia,Sergej Milinković-Savić,UEFA Nations League,56,FALSE,FALSE
05-06-2022,Serbia,Slovenia,Serbia,Luka Jović,UEFA Nations League,85,FALSE,FALSE
05-06-2022,Serbia,Slovenia,Serbia,Nemanja Radonjić,UEFA Nations League,90,FALSE,FALSE
05-06-2022,Sweden,Norway,Norway,Erling Haaland,UEFA Nations League,20,FALSE,TRUE
05-06-2022,Sweden,Norway,Norway,Erling Haaland,UEFA Nations League,69,FALSE,FALSE
05-06-2022,Sweden,Norway,Sweden,Anthony Elanga,UEFA Nations League,90,FALSE,FALSE
05-06-2022,Wales,Ukraine,Wales,Gareth Bale,FIFA World Cup qualification,34,FALSE,FALSE
06-06-2022,Austria,Denmark,Denmark,Pierre-Emile Højbjerg,UEFA Nations League,28,FALSE,FALSE
06-06-2022,Austria,Denmark,Austria,Xaver Schlager,UEFA Nations League,67,FALSE,FALSE
06-06-2022,Austria,Denmark,Denmark,Jens Stryger Larsen,UEFA Nations League,84,FALSE,FALSE
06-06-2022,Croatia,France,France,Adrien Rabiot,UEFA Nations League,52,FALSE,FALSE
06-06-2022,Croatia,France,Croatia,Andrej Kramarić,UEFA Nations League,83,FALSE,TRUE
06-06-2022,Iceland,Albania,Albania,Taulant Seferi,UEFA Nations League,30,FALSE,FALSE
06-06-2022,Iceland,Albania,Iceland,Jón Dagur Þorsteinsson,UEFA Nations League,49,FALSE,FALSE
06-06-2022,Latvia,Liechtenstein,Latvia,Artūrs Zjuzins,UEFA Nations League,73,FALSE,FALSE
06-06-2022,Slovakia,Kazakhstan,Kazakhstan,Aslan Darabayev,UEFA Nations League,26,FALSE,FALSE
07-06-2022,Bosnia and Herzegovina,Romania,Bosnia and Herzegovina,Smail Prevljak,UEFA Nations League,68,FALSE,FALSE
07-06-2022,Faroe Islands,Luxembourg,Luxembourg,Gerson Rodrigues,UEFA Nations League,74,FALSE,TRUE
07-06-2022,Finland,Montenegro,Finland,Joel Pohjanpalo,UEFA Nations League,31,FALSE,FALSE
07-06-2022,Finland,Montenegro,Finland,Joel Pohjanpalo,UEFA Nations League,38,FALSE,FALSE
07-06-2022,Germany,England,Germany,Jonas Hofmann,UEFA Nations League,50,FALSE,FALSE
07-06-2022,Germany,England,England,Harry Kane,UEFA Nations League,88,FALSE,TRUE
07-06-2022,Italy,Hungary,Italy,Nicolò Barella,UEFA Nations League,30,FALSE,FALSE
07-06-2022,Italy,Hungary,Italy,Lorenzo Pellegrini,UEFA Nations League,45,FALSE,FALSE
07-06-2022,Italy,Hungary,Hungary,Gianluca Mancini,UEFA Nations League,61,TRUE,FALSE
07-06-2022,Lithuania,Turkey,Turkey,Doğukan Sinik,UEFA Nations League,2,FALSE,FALSE
07-06-2022,Lithuania,Turkey,Turkey,Doğukan Sinik,UEFA Nations League,14,FALSE,FALSE
07-06-2022,Lithuania,Turkey,Turkey,Serdar Dursun,UEFA Nations League,56,FALSE,TRUE
07-06-2022,Lithuania,Turkey,Turkey,Serdar Dursun,UEFA Nations League,81,FALSE,FALSE
07-06-2022,Lithuania,Turkey,Turkey,Yunus Akgün,UEFA Nations League,89,FALSE,FALSE
07-06-2022,Lithuania,Turkey,Turkey,Halil Dervişoğlu,UEFA Nations League,90,FALSE,FALSE
07-06-2022,United Arab Emirates,Australia,Australia,Jackson Irvine,FIFA World Cup qualification,53,FALSE,FALSE
07-06-2022,United Arab Emirates,Australia,United Arab Emirates,Caio Canedo,FIFA World Cup qualification,57,FALSE,FALSE
07-06-2022,United Arab Emirates,Australia,Australia,Ajdin Hrustic,FIFA World Cup qualification,84,FALSE,FALSE
08-06-2022,Belgium,Poland,Poland,Robert Lewandowski,UEFA Nations League,28,FALSE,FALSE
08-06-2022,Belgium,Poland,Belgium,Axel Witsel,UEFA Nations League,42,FALSE,FALSE
08-06-2022,Belgium,Poland,Belgium,Kevin De Bruyne,UEFA Nations League,59,FALSE,FALSE
08-06-2022,Belgium,Poland,Belgium,Leandro Trossard,UEFA Nations League,73,FALSE,FALSE
08-06-2022,Belgium,Poland,Belgium,Leandro Trossard,UEFA Nations League,80,FALSE,FALSE
08-06-2022,Belgium,Poland,Belgium,Leander Dendoncker,UEFA Nations League,83,FALSE,FALSE
08-06-2022,Belgium,Poland,Belgium,Loïs Openda,UEFA Nations League,90,FALSE,FALSE
08-06-2022,Republic of Ireland,Ukraine,Ukraine,Viktor Tsyhankov,UEFA Nations League,49,FALSE,FALSE
08-06-2022,Scotland,Armenia,Scotland,Anthony Ralston,UEFA Nations League,28,FALSE,FALSE
08-06-2022,Scotland,Armenia,Scotland,Scott McKenna,UEFA Nations League,40,FALSE,FALSE
08-06-2022,Wales,Netherlands,Netherlands,Teun Koopmeiners,UEFA Nations League,50,FALSE,FALSE
08-06-2022,Wales,Netherlands,Wales,Rhys Norrington-Davies,UEFA Nations League,90,FALSE,FALSE
08-06-2022,Wales,Netherlands,Netherlands,Wout Weghorst,UEFA Nations League,90,FALSE,FALSE
09-06-2022,Gibraltar,Bulgaria,Bulgaria,Georgi Minchev,UEFA Nations League,45,FALSE,FALSE
09-06-2022,Gibraltar,Bulgaria,Gibraltar,Liam Walker,UEFA Nations League,61,FALSE,TRUE
09-06-2022,Greece,Cyprus,Greece,Tasos Bakasetas,UEFA Nations League,8,FALSE,FALSE
09-06-2022,Greece,Cyprus,Greece,Vangelis Pavlidis,UEFA Nations League,20,FALSE,FALSE
09-06-2022,Greece,Cyprus,Greece,Dimitrios Limnios,UEFA Nations League,48,FALSE,FALSE
09-06-2022,Kosovo,Northern Ireland,Kosovo,Vedat Muriqi,UEFA Nations League,9,FALSE,TRUE
09-06-2022,Kosovo,Northern Ireland,Kosovo,Zymer Bytyqi,UEFA Nations League,19,FALSE,FALSE
09-06-2022,Kosovo,Northern Ireland,Northern Ireland,Shayne Lavery,UEFA Nations League,44,FALSE,FALSE
09-06-2022,Kosovo,Northern Ireland,Kosovo,Vedat Muriqi,UEFA Nations League,52,FALSE,FALSE
09-06-2022,Kosovo,Northern Ireland,Northern Ireland,Daniel Ballard,UEFA Nations League,83,FALSE,FALSE
09-06-2022,Malta,Estonia,Estonia,Konstantin Vassiljev,UEFA Nations League,21,FALSE,FALSE
09-06-2022,Malta,Estonia,Malta,Karl Hein,UEFA Nations League,56,TRUE,FALSE
09-06-2022,Malta,Estonia,Estonia,Henri Anier,UEFA Nations League,90,FALSE,FALSE
09-06-2022,North Macedonia,Georgia,Georgia,Budu Zivzivadze,UEFA Nations League,52,FALSE,FALSE
09-06-2022,North Macedonia,Georgia,Georgia,Khvicha Kvaratskhelia,UEFA Nations League,62,FALSE,FALSE
09-06-2022,North Macedonia,Georgia,Georgia,Otar Kiteishvili,UEFA Nations League,84,FALSE,FALSE
09-06-2022,Portugal,Czech Republic,Portugal,João Cancelo,UEFA Nations League,33,FALSE,FALSE
09-06-2022,Portugal,Czech Republic,Portugal,Gonçalo Guedes,UEFA Nations League,38,FALSE,FALSE
09-06-2022,Sweden,Serbia,Serbia,Luka Jović,UEFA Nations League,45,FALSE,FALSE
09-06-2022,Switzerland,Spain,Spain,Pablo Sarabia,UEFA Nations League,13,FALSE,FALSE
10-06-2022,Albania,Israel,Albania,Armando Broja,UEFA Nations League,45,FALSE,TRUE
10-06-2022,Albania,Israel,Israel,Manor Solomon,UEFA Nations League,57,FALSE,FALSE
10-06-2022,Albania,Israel,Israel,Manor Solomon,UEFA Nations League,73,FALSE,FALSE
10-06-2022,Andorra,Liechtenstein,Andorra,Jordi Aláez,UEFA Nations League,78,FALSE,TRUE
10-06-2022,Andorra,Liechtenstein,Andorra,Jesús Rubio,UEFA Nations League,82,FALSE,FALSE
10-06-2022,Andorra,Liechtenstein,Liechtenstein,Livio Meier,UEFA Nations League,90,FALSE,FALSE
